Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
25.216.000205.2023,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,13/02/2023,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR, EM CARÁTER EMERGENCIAL",17.227.485/0001-53 - LG PRODUTOS HOSPITALARES LTDA ME,"3.329.006,86"
25.240.000034.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,13/02/2023,SERVIÇO DE LOCAÇÃO DE SISTEMA DE CFTV FULL COM INSTALAÇÃO MANUTENÇÃO PREVENTIVA E CORRETIVA,13.185.192/0001-08 - BORBOREMA SERVIÇOS LTDA,"30.270,00"
26.201.000544.2023,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,13/02/2023,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO DE VIDEOMONITORAMENTO - JOÃO PESSOA,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,"180.000,00"
28.000.000044.2023R1,PROJETO COOPERAR,13/02/2023,LOCAÇÃO IMÓVEL GR PATOS,739.331.474-68 - MARIA OLIVEIRA DE FARIAS ARAÚJO,"22.800,00"
25.206.000040.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,14/02/2023,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,41.558.421/0001-10 - PROLIMP SOLUCOES COMERCIO E SERVICOS DE LIMPEZA E MANUTENCAO LTDA,"74.466,00"
25.301.000005.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,14/02/2023,"AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS, HOSPITALARES E FISIOTERAPEUTICOS ",38.414.915/0001-16 - MILTON DE ASSIS GARRIDO NETO,"50.176,00"
11.000.000038.2023,CONTROLADORIA GERAL DO ESTADO,15/02/2023,CONTRATAÇÃO DE SERVIÇO DE MANUTENÇÃO DE CONDICIONADORES DE AR,"43.503.312/0001-20 - INF DE SA TECNOLOGIA, SEGURANÇA E CLIMATIZAÇÃO LTDA","13.998,60"
25.250.000081.2023,INSTITUTO DE ASSISTÊNCIA À SAÚDE DO SERVIDOR,15/02/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE TELEFONIA,06.346.446/0001-59 - SITECNET INFORMATICA LTDA -ME,"55.353,60"
07.000.000047.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",16/02/2023,CONTRATAÇÃO DE SERVIÇOS GRÁFICOS - BANNERS (EVENTOS DA SEJUV),39.231.645/0001-70 - TR COMERCIO DE PRODUTOS E SERVICOS LTDA,"714,00"
38.000.000022.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,16/02/2023,"AQUISIÇÃO DE ALIMENTAÇÃO, DO TIPO COFFEE BREAK, PARA EVENTOS",05.672.519/0001-30 - PADARIA PONTES LTDA-ME,"20.850,00"
25.000.010135.2023,SECRETARIA DE ESTADO DA SAÚDE,17/02/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA ME,"6.000,00"
25.000.010865.2023,SECRETARIA DE ESTADO DA SAÚDE,17/02/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA ME,"6.000,00"
25.000.011669.2023,SECRETARIA DE ESTADO DA SAÚDE,17/02/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA ME,"3.000,00"
25.000.013112.2023,SECRETARIA DE ESTADO DA SAÚDE,17/02/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA ME,"3.000,00"
25.206.000045.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,17/02/2023,AQUISIÇÃO DE MEDICAMENTOS,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"155.282,50"
31.205.000919.2023,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,17/02/2023,AQUISIÇÃO DE SCANNERS.,61.457.941/0001-43 - GOMAQ MAQUINAS PARA ESCRITORIO LIMITADA,"32.500,00"
19.901.000035.2023,SEAD/FUNDO ESPECIAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,21/02/2023,"CONTRATAÇÃO DE PJ ESPECIALIZADA EM MÃO DE OBRA DE CONSERVAÇÃO, HIGIENIZAÇÃO E LIMPEZA, SEM MATERIAL",48.805.991/0001-06 - RESOLUÇÃO SERVIÇOS TERCEIRIZADOS LTDA,"186.950,82"
25.000.014956.2023,SECRETARIA DE ESTADO DA SAÚDE,22/02/2023,AQUI. EMERG. MEDICAMENTO (ARIPIPRAZOL 10MG) CUMPRIR DEM.JUD.USUÁRIO JOÃO DAVID DA SILVA FERREIRA.,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"532,80"
25.206.000047.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,22/02/2023,MATERIAL MÉDICO E HOSPITALAR,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"216.155,26"
25.206.000049.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,22/02/2023,SERVIÇO DE OUTSORCING DE IMPRESSÃO,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"19.050,00"
10.000.000027.2023,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,23/02/2023,AQUISIÇÃO DE PASSAGENS AEREAS,16.941.141/0001-49 - JAQUELINE BEZERRA DE ARAUJO ME,"26.958,00"
10.000.000028.2023,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,23/02/2023,AQUISIÇÃO DE HORTIFRUTIGRANJEIRO ,03.160.525/0001-82 - NORT FRUT EIRELI,"17.585,90"
25.000.000404.2023,SECRETARIA DE ESTADO DA SAÚDE,23/02/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"7.588,35"
25.000.011685.2023,SECRETARIA DE ESTADO DA SAÚDE,23/02/2023,AQUISIÇÃO EMERGENCIAL DE CADEIRAS DE RODA E DE BANHO ,18.485.178/0001-35 - LA COMERCIO DE PRODUTOS ORTOPEDICOS LTDA,"7.700,00"
25.000.013402.2023,SECRETARIA DE ESTADO DA SAÚDE,23/02/2023,AQUISIÇÃO EMERGENCIAL DE ACESSÓRIOS,56.998.701/0034-84 - ABBOTT LABORATÓRIOS DO BRASIL LTDA,"5.107,70"
25.000.014657.2023,SECRETARIA DE ESTADO DA SAÚDE,23/02/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (DIVALPROATO DE SÓDIO 500 MG  E QUETIAPINA FUMARATO 200 MG),07.484.373/0001-24 - UNI HOSPITALAR LTDA,"948,60"
27.000.000986.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,23/02/2023,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA AS CASAS LARES REGIONAIS,Razão Social não encontrada,"37.777,53"
07.000.000065.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",24/02/2023,AQUISIÇÃO DE PASSAGENS AÉREAS,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI,"7.403,26"
25.000.000266.2023,SECRETARIA DE ESTADO DA SAÚDE,24/02/2023,AQUI. EMERG. MED. (GLICLAZIDA 60 MG) CUMPRIR DEM. JUDICIAIS USUÁRIOS ANTÔNIO DO NASCIMENTO E OUTROS.,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","885,60"
25.000.001325.2023,SECRETARIA DE ESTADO DA SAÚDE,24/02/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,12.420.164/0009-04 - CM HOSPITALAR S.A.,"4.198,32"
25.216.000275.2023,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,24/02/2023,"AQUISIÇÃO DE HORTIFRUTIGRANJEIRO, EM CARÁTER EMERGENCIAL",07.526.979/0001-85 - RAIMUNDO ADELMAR FONSECA PIRES - EPP,"578.030,11"
25.301.000006.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,24/02/2023,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,32.073.039/0001-25 - SERGIO HENRIQUE MOURA DA SILVA,"49.064,20"
32.901.900008.2023,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,24/02/2023,FORNEC. DE PASSAGENS AÉREAS JOAO PESSOA/BRASILIA SEC.JOAQUIM HUGO/SEC. EXEC. Mª SILVA DA CUNHA,Razão Social não encontrada,"12.250,50"
15.000.000014.2023,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,27/02/2023,"CONSTRUÇÃO DO SISTEMA DE RESERVATÓRIOS DE ÁGUA FRIA PARA ABASTECIMENTO DO 6º BPM, EM CAJAZEIRAS-PB.",38.397.954/0001-52 - MT PROJETOS E SERVIÇOS DE ENGENHARIA LTDA,"96.099,31"
22.201.000314.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,27/02/2023,MATERIAL DE CONSUMO - COPOS DESCARTÁVEIS,Razão Social não encontrada,"5.135,70"
24.000.000653.2023,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,27/02/2023,"AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO EM BOTIJÕES DE 13 KG, 45 KG E DE CARGA A GRANEL",11.893.112/0001-35 - SOS GAS DISTRIBUIDORA LTDA,"1.160.286,00"
25.000.007716.2023,SECRETARIA DE ESTADO DA SAÚDE,27/02/2023,CONT. EMERG. EMPRESA  EXAME DE EXOMA PARA CUMPRIR DEMAN. JUDICIAL DA USUÁRIA THERESINHA COSTA .,32.958.432/0001-04 - SLE SERVIÇO DE LABORATÓRIO ESPECIALIZADO LTDA,"10.117,00"
25.301.000007.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,27/02/2023,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,70.108.238/0001-10 - PAPIROSSAUROS,"55.631,32"
31.202.000626.2023,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,27/02/2023,AQUISIÇÃO DE MATERIAL DE LIMPEZA E DESCARTÁVEIS,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"22.480,96"
25.000.007099.2023,SECRETARIA DE ESTADO DA SAÚDE,28/02/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PARA REALIZAÇÃO DO EXAME DE EXOMA ,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"5.450,00"
25.000.012943.2023,SECRETARIA DE ESTADO DA SAÚDE,28/02/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DO MEDICAMENTO,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA,"3.000,00"
22.208.000006.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,01/03/2023,AQUISIÇÃO MATERIAL DE PISCINA,24.226.892/0001-01 - DJPMASTER COMÉRCIO DE PRODUTOS DE LIMPEZA E SERVIÇOS LTDA,"37.980,00"
22.208.000008.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,01/03/2023,AQUISIÇÃO MATERIAL LIMPEZA E DESCARTÁVEL,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,"20.266,20"
22.208.000009.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,01/03/2023,AQUISIÇÃO MATERIAL MÉDICO HOSPITALAR,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA E SERVICOS LTDA,"24.166,30"
25.000.000963.2023,SECRETARIA DE ESTADO DA SAÚDE,01/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CLORIDRATO DE ALECTINIBE 150MG),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"171.440,64"
25.000.004189.2023,SECRETARIA DE ESTADO DA SAÚDE,01/03/2023,CONTRAT. EMERG. DE EMP. APLI. DE VACINAS INALANTES DEM. JUD. USUÁRIO ALISSON GOMES DE FIGUEIREDO .,41.587.680/0001-79 - CLINAP CLINICA MEDICA LTDA,"6.000,00"
25.301.000008.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,01/03/2023,INSTRUMENTOS MUSICAIS ,24.285.435/0001-98 - BUDEGA DA MÚSICA COMÉRCIO E SERVIÇOS LTDA,"15.884,00"
25.301.000009.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,01/03/2023,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ,04.709.948/0001-71 - JUCELIO COSTA DE ARAUJO E CIA LTDA,"15.946,00"
25.901.000004.2023,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,01/03/2023,AQUISIÇÃO DE MATERIAL DE LABORATÓRIO (EMERGENCIAL),31.059.333/0001-10 - CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,"168.016,70"
26.000.000049.2023,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,01/03/2023,CONTRATAÇÃO DE ASSINATURA PARA ACESSO À FERRAMENTA DE PESQUISAS DE PREÇOS,07.797.967/0001-95 - NP TECNOLOGIA E GESTAO DE DADOS LTDA BANCO DE PREÇOS,"11.580,00"
26.000.000067.2023,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,01/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONTROLE DE PRAGAS,18.368.351/0001-15 - MANUELLA GLORIA AVELAR VERAS,"17.375,98"
32.000.800002.2023,SECRETARIA DE ESTADO DO DESENVOLVIMENTO DA AGROPECUÁRIA E DA PESCA,01/03/2023,AQUISÇÃO SACOS PLASTICOS P/ ATENDER PROGRAMA ESTADUAL DE PISCICULTURA,43.465.101/0001-40 - JOSÉ AILTON DOS SANTOS SILVA - COMERCIAL PARAIBA,"29.000,00"
38.000.000012.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,01/03/2023,AQUISIÇÃO DE PNEUS PARA FROTA DA ACADEPOL,"35.500.289/0001-92 - PNEUCAR-COM. DE PNEUS, PECAS E SERV.LTDA","31.200,00"
38.000.000387.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,01/03/2023,AQUISIÇÃO DE EQUIPAMENTOS DE AIRSOFT PARA ACADEPOL,39.630.121/0001-52 - MILITAR PRO COMÉRCIO EIRELI,"39.165,92"
22.201.000270.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,02/03/2023,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA (REPARO DO TELHADO - TEATRO SANTA CATARINA),33.573.591/0001-45 - R2D TECNOLOGIA LTDA,"33.000,00"
25.000.014431.2023,SECRETARIA DE ESTADO DA SAÚDE,02/03/2023,AQUISIÇÃO EMERGENCIAL DE PRÓTESE MECÂNICA TRANSFEMURAL DIREITA,18.485.178/0001-35 - LA COMERCIO DE PRODUTOS ORTOPÉDICOS LTDA,"14.500,00"
25.206.000052.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,02/03/2023,AQUISIÇÃO DE EQUIPO PARA BOMBA DE INFUSÃO,02.357.251/0001-53 - LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MÉDICOS E HOSPITALARES S.A,"51.600,00"
25.000.000377.2023,SECRETARIA DE ESTADO DA SAÚDE,03/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"10.878,78"
25.000.000521.2023,SECRETARIA DE ESTADO DA SAÚDE,03/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 10.000 UI) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"123.984,00"
25.000.014937.2023,SECRETARIA DE ESTADO DA SAÚDE,03/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"145.345,20"
19.000.001048.2023,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,06/03/2023,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS ,44.212.000/0001-20 - DELES DE MATTOS DIONISIO ARRUDA,"12.058,39"
25.000.004696.2023,SECRETARIA DE ESTADO DA SAÚDE,06/03/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,29.521.159/0001-33 - HOSPITAL MILAGRES SERVICOS DE SAUDE LTDA - EPP.,"155.000,00"
25.000.014670.2023,SECRETARIA DE ESTADO DA SAÚDE,06/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AFLIBERCEPTE 40 MG/ML,18.459.628/0097-67 - BAYER S.A.,"486.316,40"
25.000.014671.2023,SECRETARIA DE ESTADO DA SAÚDE,06/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"352.814,40"
25.301.000011.2023,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,06/03/2023,CONJUNTO VIBRADOR ÓSSEO,04.090.383/0001-97 - TAPA SERVIÇOS ESPECIALIZADOS EM AASIEIRELI,"4.090,00"
07.000.000103.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",07/03/2023,SERVIÇO DE FORNECIMENTO DE LANCHE - JOGOS REEDUCANDAS 2023,05.672.519/0001-30 - PADARIA PONTES LTDA-ME,"1.788,00"
07.901.000109.2023,FUNDO DE APOIO AO ESPORTE E LAZER DO ESTADO DA PARAÍBA,07/03/2023,AQUISIÇÃO DE BOMBA SUBMERSA,24.970.943/0001-05 - LOJA FER COMERCIO DE FERRAMENTAS LTDA,"2.380,00"
22.201.000356.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,07/03/2023,AQUISIÇÃO DE MATERIAL PERMANENTE E DE CONSUMO.,Razão Social não encontrada,"21.000,70"
25.000.000065.2023,SECRETARIA DE ESTADO DA SAÚDE,07/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.998.701/0034-84 - ABBOTT LABORATORIOS DO BRASIL LTDA,"62.982,00"
25.000.000390.2023,SECRETARIA DE ESTADO DA SAÚDE,07/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,"835,20"
25.000.000504.2023,SECRETARIA DE ESTADO DA SAÚDE,07/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,"404.010,00"
25.000.014219.2023,SECRETARIA DE ESTADO DA SAÚDE,07/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"1.514.069,76"
25.000.015309.2023,SECRETARIA DE ESTADO DA SAÚDE,07/03/2023,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"63.270,00"
25.205.012455.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,07/03/2023,MANUTENÇÃO CORRETIVA E PREVENTIVA DE EQUIPAMENTOS COM REPOSIÇÃO DE PEÇAS,25.206.944/0001-40 - LUCAS FRANCO PACIFICO 70021398437,"53.400,00"
25.205.012456.2023,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,07/03/2023,AQUISIÇÃO DE CONTRASTE RADIOLÓGICO,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"180.600,00"
07.901.000111.2023,FUNDO DE APOIO AO ESPORTE E LAZER DO ESTADO DA PARAÍBA,08/03/2023,CONTRATAÇÃO DE EMPRESA PARA SERVIÇO DE DESINSTALAÇÃO E INSTALAÇÃO DE BOMBAS SUBMERSAS,24.117.731/0001-80 - HIDROTEC - PER.E INSTALACAO DE POCOS LTDA,"14.425,50"
25.000.000063.2023,SECRETARIA DE ESTADO DA SAÚDE,08/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (BEVACIZUMABE 25 MG/ML SOL. INJ. DE 04ML E DE 16M,33.009.945/0001-23 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S/A,"4.777.428,00"
25.000.000064.2023,SECRETARIA DE ESTADO DA SAÚDE,08/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABIRATERONA ACETATO 250 MG),26.921.908/0002-02 - HOSPFAR IND.E COM.DE PRODS.HOSP.LTDA,"978.000,00"
25.000.010121.2023,SECRETARIA DE ESTADO DA SAÚDE,08/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SUCCINATO RIBOCICLIBE 200MG) ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"91.048,86"
25.000.013277.2023,SECRETARIA DE ESTADO DA SAÚDE,08/03/2023,CONTRATAÇÃO DE EMPRESA P MANUT CORRT E PREV EM EQUIPAMENTOS,10.757.876/0001-30 - SR PRODUTOS MEDICOS LTDA,"285.780,00"
25.235.000022.2023,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,08/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA EQUIPAMENTOS,45.934.053/0001-18 - H3 SERVIÇOS E EQUIPAMENTOS LTDA,"561.180,00"
25.240.000083.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,08/03/2023,SERVIÇO DE LOCAÇÃO DE GERADOR,15.353.461/0001-15 - AMBAR SERVICOS EIRELI,"76.734,00"
25.301.000010.2023R1,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,08/03/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM REDE ELÉTRICA.,38.949.834/0001-10 - JASON CRISLEY FIDELIS MAIA,"11.800,00"
25.215.000022.2023,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,09/03/2023,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM CONDICIONADORES DE AR COM REPOSIÇÃO DE PEÇAS,07.400.977/0001-45 - PLANTEK SERVICOS LTDA,"210.000,00"
27.000.001364.2023,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,09/03/2023,"FORNECIMENTO DE PASSAGEM AÉREA, IDA E VOLTA.",11.902.871/0001-17 - APOIOTUR VIAGENS E TURISMO LTDA,"7.592,68"
10.000.000031.2023,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,10/03/2023,AQUISIÇÃO DE CERCA ELETRICA E COMPONENTES,11.666.572/0001-20 - SEGPOL SEGURANÇA ELETRONICA,"3.708,00"
25.000.000139.2023,SECRETARIA DE ESTADO DA SAÚDE,10/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.081.198,16"
25.000.000534.2023,SECRETARIA DE ESTADO DA SAÚDE,10/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"58.291,20"
25.000.000376.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"2.136.758,40"
25.000.000383.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"1.201.699,80"
25.000.000384.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"1.161.576,00"
25.000.000386.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.023.847,20"
25.000.000510.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"911.619,36"
25.000.000520.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"1.636.172,16"
25.000.000529.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"450.994,08"
25.000.000530.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"660.369,60"
25.000.000532.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"590.785,20"
25.000.000893.2023,SECRETARIA DE ESTADO DA SAÚDE,13/03/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"712.260,23"
