Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,
25.000.007991.2024,SECRETARIA DE ESTADO DA SAÚDE,22/05/2024,CONT. EMERG. DE EMPRESA P/ REALIZAR O EXAME DE SEQUENCIAMENTO COMPLETO DE EXOM,37.208.935/0001-78 - EXATUS GENE LABORATORIO E SERVICOS DE COLETA DE EXAMES GENETICOS LTDA,"3.990,00",
16.000.000003.2024,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMIÁRIDO,23/05/2024,"AQUISIÇÃO DE MATERIAL DE CONSUMO, PARA ATENDER AS NECESSIDADES DA SEDE DA SEAFDS.",34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"12.335,00",
21.901.000212.2024,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,23/05/2024,SERVIÇO DE ADESIVAGEM DE ESTANDE,40.793.483/0001-43 - ARTCUT COMUNICAÇÃO VISUAL EIRELI,"15.907,17",
21.901.000217.2024,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,23/05/2024,ASSINATURAS ANUAIS DO JORNAL A UNIÃO E DO DIÁRIO OFICIAL DO ESTADO DA PARAÍBA,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"700,00",
23.102.000003.2024,CORPO DE BOMBEIROS MILITAR DO ESTADO DA PARAÍBA/ 1º COMANDO REGIONAL BOMBEIRO MILITAR,23/05/2024,"AQUISIÇÃO DE LUVAS DE PROCEDIMENTO E CLORETO DE SÓDIO 0,9% PARA O 1°CRBM",08.774.906/0001-75 - HOSPDROGAS COMERCIAL LTDA,"3.750,28",
25.000.008881.2024,SECRETARIA DE ESTADO DA SAÚDE,23/05/2024,MEDICAMENTO(S),08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"2.473.944,84",
25.204.000200.2024,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,23/05/2024,SES-PRC-2024/13177 - DL -CHAVES,11.843.038/0001-42 - MARCELINO RODRIGUES DOS SANTOS 75251906404,"1.610,00",
25.206.000189.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,23/05/2024,AQUISIÇÃO DE MATERIAL DE INFORMÁTICA,13.006.265/0001-49 - EUPA COMERCIO E SERVICOS LTDA - ME,"6.651,00",
26.000.000234.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,23/05/2024,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE VIDROS EM ESQUADRIAS DE AMBIENTES ATRIBUÍDOS À SESDS,12.135.561/0001-87 - IRADY VALENCA DE SANTANA EIRELI,"38.999,98",
15.000.000037.2024,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,24/05/2024,AQUISIÇÃO DE LOUSAS DE VIDRO,39.738.408/0001-09 - D M PINHEIRO BEZERRA COMERCIAL E SERVICOS LTDA,"39.103,36",
20.203.000008.2024,SEFAZ/LOTERIA DO ESTADO DA PARAÍBA,24/05/2024,AQUISIÇÃO DE CERTIFICADO DIGITAL E-CNPJ A1 (SOFTWARE) PARA REALIZAR AS ROTINAS ADMINISTRATIVAS DA LOTERIA DO ESTADO DA PARAÍBA-LOTEP,26.768.764/0001-15 - CONFIANCA EMPREENDIMENTOS DIGITAL LTDA,"100,00",
25.204.000209.2024,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,24/05/2024,SES-PRC-2024/13366 - DL DEDETIZAÇÃO,23.435.629/0001-60 - MARIA DE FATIMA SOUSA PEDROZA,"24.400,00",
33.201.000757.2024,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,24/05/2024,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA - LOCAÇÃO DE PAINEL DE LED,"22.427.423/0001-25 - MILLS ESTÚDIOS CINEMATOGRÁFICOS E SERVIÇOS AUDIOVISUAIS, COMUNICAÇÃO E PUBLICIDADE LTDA - EPP","23.499,72",
09.201.000349.2024,CCG/PARAÍBA PREVIDÊNCIA,27/05/2024,AQUISIÇÃO DE ESTANTES EM AÇO,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"17.250,00",
21.901.000211.2024,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,27/05/2024,SERVIÇO DE ALIMENTAÇÃO PARA EVENTOS,05.672.519/0001-30 - PADARIA PONTES LTDA,"24.346,50",
27.000.003531.2024,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,27/05/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ORGANIZAÇÃO DE EVENTOS PARA A REALIZAÇÃO DAS FESTIVIDADES JUNINAS DA SECRETARIA EXECUTIVA DE SEGURANÇA ALIMENTAR – SESAES.,43.849.508/0001-71 - CELEBRATION SHOWS E RECEPCOES LTDA,"50.000,00",
25.206.000200.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,28/05/2024,AQUISIÇÃO DE KIT DIU,41.778.326/0001-21 - MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA,"20.184,50",
25.206.000202.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,28/05/2024,"AQUISIÇÃO DE PIPOCA CROCANTE, AMENDOIM TORRADO E ÁGUA MINERAL EM COPO DE 300ML",49.605.382/0001-76 - GR COMERCIO DE ALIMENTOS LTDA,"15.850,00",
25.206.000204.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,28/05/2024,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","1.658,68",
31.202.001858.2024,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,28/05/2024,"MANUT. EMERGENCIAL DO TEATRO PEDRA DO REINO E DO MIRANTE, NO CENTRO DE CONVENÇÕES, EM JOÃO PESSOA/PB",09.047.935/0001-06 - A3T - CONSTRUCAO E INCORPORACAO LTDA,"7.513.680,98",
25.000.006731.2024,SECRETARIA DE ESTADO DA SAÚDE,29/05/2024,AQUISIÇÃO EMERGENCIAL DE PRÓTESE ORTOPÉDICA ,10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"9.500,00",
25.000.008560.2024,SECRETARIA DE ESTADO DA SAÚDE,29/05/2024,CONTRATAÇÃO EMERGENCIAL DE PRESTAÇÃO DE SERVIÇOS PARA EXAME DE AUTO-ANTIORCORPOS NEURAIS ,32.227.914/0001-86 - ANDRE LUIZ DE OLIVEIRA SILVA & CIA LTDA,"17.400,00",
25.206.000211.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"23.122,00",
25.206.000212.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇÃO DE SONDAS DE GASTROSTOMIA,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"6.600,00",
25.206.000213.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","35.399,50",
25.206.000214.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,41.778.326/0001-21 - MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA,"16.823,00",
25.206.000215.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","10.710,00",
25.206.000216.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","14.186,00",
25.206.000217.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,41.778.326/0001-21 - MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA,"49.395,00",
25.206.000219.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MEDICAMENTOS,52.448.000/0001-52 - NORT MED PRODUTOS HOSPITALARES LTDA,"37.459,00",
25.206.000220.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MEDICAMENTOS,52.448.000/0001-52 - NORTMED PRODUTOS HOSPITALARES,"42.567,00",
25.206.000221.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MEDICAMENTOS,21.381.761/0001-00 - SIX DISTRIBUIDORA HOSPITALAR LTDA,"769,50",
25.206.000222.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/05/2024,AQUISIÇAO DE MEDICAMENTOS,52.448.000/0001-52 - NORT MED PRODUTOS HOSPITALARES LTDA,"42.002,50",
37.000.000339.2024,"SECRETARIA DE ESTADO DO PLANEJAMENTO, ORÇAMENTO E GESTÃO",29/05/2024,AQUISIÇÃO DE MATERIAL DE CONSUMO (COPOS DESCARTÁVEIS),07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"3.377,73",
25.000.011167.2024,SECRETARIA DE ESTADO DA SAÚDE,31/05/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S) PARA ATENDER A DETERMINAÇÃO JUDICIAL DE DISPENSAÇÃO AO(A) USUÁRIO(A) SEBASTIÃO MACHADO DOS SANTOS E OUTRO,15.145.035/0001-96 - RIOBAHIAFARMA COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS E COSMETICOS LTDA,"7.362,40",
38.000.000157.2024,POLICIA CIVIL DO ESTADO DA PARAIBA,31/05/2024,AQUISIÇÃO DE GRADES METÁLICAS PARA A DP DO CONDE E PARA A 4ª DSPC/BAYEUX,12.135.561/0001-87 - IRADY VALENCA DE SANTANA EIRELI,"41.000,10",
25.000.007929.2024,SECRETARIA DE ESTADO DA SAÚDE,03/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,41.587.680/0001-79 - CLINAP CLINICA MEDICA LTDA,"12.000,00",
25.000.008707.2024,SECRETARIA DE ESTADO DA SAÚDE,03/06/2024,AQUISIÇÃO EMERGENCIAL DE ASPIRADOR DE SECREÇÕES PORTÁTIL COM BAIXO RUÍDO E BATERIA,18.485.178/0001-35 - LA COMERCIO DE PRODUTOS ORTOPEDICOS LTDA,"6.200,00",
31.201.002980.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,03/06/2024,AQUISIÇÃO DE TV 32 ,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"1.319,00",
25.206.000233.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,04/06/2024,SERVIÇOS GRÁFICOS PERSONALIZADOS,04.798.838/0001-23 - IRANEIDE GONCALVES DE ABRANTES,"20.710,00",
25.206.000234.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,04/06/2024,AQUISIÇÃO DE COLETES,26.355.454/0001-79 - ROSARIO CALVANO FICO,"3.230,00",
25.206.000235.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,04/06/2024,AQUISIÇÃO DE OXÍDO NITROSO E OXIGÊNIO HOSPITALAR,07.762.502/0001-07 - OXISOLDAS COMERCIO DE OXIGENIO LTDA,"4.494,00",
25.000.010126.2024,SECRETARIA DE ESTADO DA SAÚDE,05/06/2024,CONTRATAÇÃO EMERGENCIAL DE SERVIÇOS PARA REALIZAÇÃO DE EXAME,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"4.350,00",
25.000.011322.2024,SECRETARIA DE ESTADO DA SAÚDE,05/06/2024,AQUISIÇÃO EMERGENCIAL PARA ATENDER  DETERMINAÇÃO DE DEMANDA JUDICIAL,10.513.210/0001-37 - ORTOTEC ORTOPEDIA TÉCNICA LTDA,"7.900,00",
25.206.000238.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,05/06/2024,SERVIÇO DE MONITORIZAÇÃO ELETROFISIOLÓGICA,03.776.916/0001-26 - WAYMED COMERCIO DE ORTESES E PROTESES LTDA,"16.300,00",
26.201.019453.2024,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,05/06/2024,CONTRATAÇÃO EMERGENCIAL - MANUTENÇÃO PREVENTIVA E CORRETIVA DE CONDICIONADORES DE AR,18.071.835/0001-06 - PROSPERA SERVICOS E REFRIGERACAO LTDA,"215.460,00",
31.201.001388.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,05/06/2024,AQUISIÇÃO DE PERNEIRAS DE PROTEÇÃO,03.013.781/0003-09 - TREVENTOS COMERCIO DE EQUIPAMENTOS DE SEGURANÇA LTDA,"1.650,00",
21.901.000240.2024,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,06/06/2024,AQUISIÇÃO DE RESMAS DE PAPEL SULFITE A4 ,24.116.337/0001-27 - PAPELARIA E LIVRARIA PEDRO II LTDA - EPP,"10.196,00",
25.206.000240.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,07/06/2024,AQUISIÇÃO DE ÁGUA MINERAL,49.605.382/0001-76 - GR COMERCIO DE ALIMENTOS LTDA,"1.200,00",
25.206.000241.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,07/06/2024,SERVIÇOS DE CINTILOGRAFIA RENAL,35.589.456/0001-13 - CENTRAL DE DIAGNOSTICO LTDA - EPP,"2.350,00",
25.206.000242.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,07/06/2024,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,16.648.902/0001-79 - ADEMIR CLEMENTE DOS SANTOS 02258496403,"4.440,60",
12.000.000002.2024,SECRETARIA DE ESTADO DO DESENVOLVIMENTO E DA ARTICULAÇÃO MUNICIPAL,10/06/2024,PAINEL DE LED,30.956.229/0001-65 - PRIDE EVENTOS PRODUÇÕES E SERVIÇOS LTDA,"7.500,00",
25.000.011150.2024,SECRETARIA DE ESTADO DA SAÚDE,10/06/2024,EXAME DE IDENTIFICAÇÃO DE ALTERAÇÃO CROMOSSÔMICA SUBMICROSCÓPICA POR ARRAY- CGH,37.208.935/0001-78 - EXATUS GENE LABORATORIO E SERVICOS DE COLETA DE EXAMES GENETICOS LTDA,"1.990,00",
25.000.014556.2024,SECRETARIA DE ESTADO DA SAÚDE,10/06/2024,CONTRATAÇÃO EMERGENCIAL DE PRESTAÇÃO DE SERVIÇOS PARA EXAME TESTE FARMOGENÉTICO,37.208.935/0001-78 - EXATUS GENE LABORATORIO E SERVICOS DE COLETA DE EXAMES GENETICOS LTDA-ME,"1.990,00",
31.201.002007.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,10/06/2024,MATERIAL DE LIMPEZA,36.441.702/0001-58 - EUCLIMAECIL ALMEIDA DE FREITAS 03183138476,"3.860,00",
09.000.000399.2024,SECRETARIA DE ESTADO DO GOVERNO,11/06/2024,READEQUAÇÃO DA RECEPÇÃO - ESCRITÓRIO DE REPRESENTAÇÃO,19.566.913/0001-06 - ESPACO 4 - COMERCIO & SERVICOS LTDA - ME,"20.246,20",
25.000.010143.2024,SECRETARIA DE ESTADO DA SAÚDE,11/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),28.673.389/0001-55 - EMPREENDIMENTOS FARMACEUTICOS ULTRA LTDA,"1.576,80",
31.201.001306.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,11/06/2024,MATERIAL PARA O TERMINAL RODOVIÁRIO DE PATOS,38.320.250/0001-81 - A J ALVES DIAS,"337,96",
23.901.000081.2024,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,12/06/2024,RAÇÃO PARA CÃES - PCA 2024,07.764.000/0001-07 - AUTARQUIA COMERCIO E SAUDE ANIMAL LTDA,"50.400,00",
25.000.007226.2024,SECRETARIA DE ESTADO DA SAÚDE,12/06/2024,AQUISIÇÃO EMERGENCIAL DE ÓRTESE CRANIANA,41.597.953/0001-66 - INSTITUTO SKULP SERVIÇOS DE SAUDE LTDA,"15.600,00",
25.000.010709.2024,SECRETARIA DE ESTADO DA SAÚDE,12/06/2024,CONTRATAÇÃO EMERGENCIAL DE PRESTAÇÃO DE SERVIÇOS PARA EXAME DE DIABETES TIPO MODY ,09.235.615/0001-71 - LABORATÓRIO PARAIBANO DE ANALISES CLÍNICAS LTDA,"5.100,00",
25.000.010711.2024,SECRETARIA DE ESTADO DA SAÚDE,12/06/2024,AQUISIÇÃO EMERGENCIAL DE ÓRTESE CRANIANA,41.597.953/0001-66 - INSTITUTO SKULP SERVIÇOS DE SAUDE LTDA,"15.600,00",
25.206.000246.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,12/06/2024,AQUISIÇÃO DE MATERIAL PARA FISIOTERAPIA,53.777.136/0001-79 - 53.777.136 PAULO CESAR DE MENDONCA,"55.200,00",
25.206.000247.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,12/06/2024,AQUISIÇAO DE MEDICAMENTOS,44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,"26.820,00",
25.206.000248.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,12/06/2024,AQUISIÇAO DE MEDICAMENTOS,08.774.906/0001-75 - HOSPDROGAS COMERCIAL LTDA,"50.904,00",
25.300.632024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,12/06/2024,AQUISIÇÃO DE MEDICAMENTOS ,32.407.715/0001-50 - PAULO RICARDO CORDEIRO DE GOIS,"31.562,20",
25.300.642024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,12/06/2024,AQUISIÇÃO DE MEDICAMENTOS PSICOTRÓPICOS,45.357.178/0001-22 - MARIA E FERREIRA,"1.547,40",
25.000.010794.2024,SECRETARIA DE ESTADO DA SAÚDE,13/06/2024,"AQUISIÇÃO EMERGENCIAL DE ÓRTESE TALEE PARA ASSIMETRIA CRANIANA, SOB MEDIDA, TIPO CAPACETE",41.597.953/0001-66 - INSTITUTO SKULP SAUDE LTDA,"15.600,00",
25.000.011784.2024,SECRETARIA DE ESTADO DA SAÚDE,13/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),64.171.697/0004-99 - ACCORD FARMACEUTICA LTDA,"9.275,40",
25.000.011785.2024,SECRETARIA DE ESTADO DA SAÚDE,13/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"3.445,20",
25.000.012405.2024,SECRETARIA DE ESTADO DA SAÚDE,13/06/2024,AQUISIÇÃO EMERGENCIAL DE FRALDA DERMA CARE SLIP TAMANHO M ,46.440.112/0001-64 - ABC MEDICAMENTOS LTDA - ME,"9.256,96",
26.201.025260.2024,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,13/06/2024,CONTRATAÇÃO DE SERVIÇO DE OUTSOURCING DE IMPRESSÃO.,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"1.386.432,00",
29.000.000006.2024,SECRETARIA DE ESTADO DA COMUNICAÇÃO INSTITUCIONAL,13/06/2024,SERVIÇO PESSOA JURÍDICA,55.252.030/0001-87 - VANESSA DOS SANTOS BATISTA,"17.800,00",
26.000.003931.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,14/06/2024,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA O 1º COA - GTA,02.742.263/0001-00 - AQUARIUS COMERCIO DE ALIMENTOS EIRELI,"50.949,62",
25.000.010256.2024,SECRETARIA DE ESTADO DA SAÚDE,17/06/2024,AQUISIÇÃO EMERGENCIAL DE OPME,41.597.953/0001-66 - INSTITUTO SKULP SAUDE LTDA,"15.600,00",
25.000.012745.2024,SECRETARIA DE ESTADO DA SAÚDE,17/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),02.513.899/0004-14 - GRIFOLS BRASIL LTDA,"372.643,20",
25.301.000013.2024,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,17/06/2024,MANUTENÇÃO ELÉTRICA ,51.488.593/0001-18 - JOÃO PAULO MARQUES DA COSTA,"48.000,00",
25.510.000315.2024,SES/FUNDACAO PARAIBANA DE GESTAO EM SAUDE -PB SAUDE,17/06/2024,AQUISIÇÃO DE MATERIAL PARA PROCEDIMENTO CARDIOLÓGICO OPME EXTRA-SUS - PACIENTE: M.S.S.*,NaN,NaN,
26.000.000372.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,17/06/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MANUTENÇÃO DO TELHADO DA SESDS,11.602.733/0001-12 - COFEM CONSTRUCOES SERVICOS E TECNOLOGIA LTDA - ME,"50.100,00",
25.000.003405.2024,SECRETARIA DE ESTADO DA SAÚDE,18/06/2024,AQUISIÇÃO EMERGENCIAL DE ÓRTESE CRANIANA - OPME ,24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA,"12.500,00",
25.000.005628.2024,SECRETARIA DE ESTADO DA SAÚDE,19/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"677.078,16",
25.000.012406.2024,SECRETARIA DE ESTADO DA SAÚDE,19/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S) ,35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA,"55.594,20",
26.000.000403.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,19/06/2024,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE DIVISÓRIAS E PORTAS DE VIDRO PARA O CICC/JP,12.135.561/0001-87 - IRADY VALENCA DE SANTANA EIRELI,"30.000,25",
26.000.000412.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,19/06/2024,AQUISIÇÃO DE CARNES E FRIOS PARA O 1º COA - GTA,30.397.976/0001-00 - LL COMERCIO DE ALIMENTOS LTDA,"47.254,00",
31.201.003392.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,19/06/2024,SERVIÇO DE RECUPERAÇÃO DE CADEIRA,38.054.613/0001-84 - JCL COMÉRCIO DE MÓVEIS CORPORATIVOS E MONTAGENS EIRELI,"749,00",
25.000.014196.2024,SECRETARIA DE ESTADO DA SAÚDE,20/06/2024,AQUISIÇÃO EMERGENCIAL PARA ATENDER A DETERMINAÇÃO JUDICIAL ,07.160.019/0001-44 - VITALE COMÉRCIO LTDA,"10.080,00",
26.000.000362.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,20/06/2024,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE PERSIANAS PARA O CICC/JP,51.260.709/0001-67 - DECORART PERSIANAS,"43.860,11",
26.000.000385.2024,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,20/06/2024,"CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DAS ADEQUAÇÕES NA SUBESTAÇÃO DE ENERGIA ELÉTRICA DA SESDS, ATENDENDO A NOTIFICAÇÃO DA ENERGISA.",32.609.156/0001-60 - HR COSTA CONSTRUCOES E SERVICOS EIRELI,"47.200,00",
25.000.005980.2024,SECRETARIA DE ESTADO DA SAÚDE,25/06/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),07.484.373/0001-24 - UNI HOSPITALAR LTDA,"685.526,12",
25.206.000252.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/06/2024,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO,97.552.790/0001-50 - SAMPAIO LEITE CONSTRUCOES LTDA,"20.434,27",
25.206.000253.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/06/2024,AQUISIÇÃO DE FÓRMULAS ENTERAIS,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"21.060,00",
25.206.000254.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/06/2024,AQUISIÇÃO DE MEDICAMENTOS,08.674.752/0001-40 - CIRURGICA MONTEBELLO LTDA,"57.240,00",
25.206.000255.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/06/2024,AQUISIÇÃO DE MATERIAL DE CME,26.436.406/0001-05 - CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA,"3.814,00",
25.206.000256.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/06/2024,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,12.728.929/0001-10 - DJ PRODUTOS HOSPITALARES LTDA,"44.355,10",
25.206.000257.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,27/06/2024,SERVIÇO DE MONITORIZAÇÃO ELETROFISIOLÓGICA,03.776.916/0001-26 - WAYMED COMERCIO DE ORTESES E PROTESES LTDA,"16.500,00",
25.206.000258.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,27/06/2024,AQUISIÇÃO DE PINÇA CIRURGICA,11.278.315/0001-11 - PROMED MATERIAIS CIRURGICOS LTDA,"9.800,00",
25.206.000260.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,27/06/2024,AQUISIÇÃO DE SONDAS DE GASTROSTOMIA,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"2.200,00",
25.206.000264.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,27/06/2024,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS,43.711.857/0001-22 - JKJ DISTRIBUIDORA DE ALIMENTOS LTDA,"53.441,20",
25.206.000267.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,27/06/2024,"SERVIÇOS DE MANUTENÇÕES EM SOFÁS, BELICHES E COLCHÕES",35.325.626/0001-52 - ADRYAN WAGNER MUNIZ DOS SANTOS LEITE 10352654430,"18.774,00",
31.201.004002.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,27/06/2024,SERVIÇO DE LEVANTAMENTO AEROFOTOGRAMÉTRICO,50.715.131/0001-23 - GO PROJETOS E SOLUCOES LTDA,"37.920,26",
