Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
25.216.000021.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,04/02/2022,AQUISIÇÃO DE MEDICAMENTOS EM CARATER EMERGENCIAL PARA 180 DIAS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","4.010.411,12"
25.235.000014.2022,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,04/02/2022,AQUISIÇÃO DE TESTES PARA GASOMETRIA,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"45.720,00"
25.237.000040.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),04/02/2022,AQUISIÇÃO DE MATERIAL DE COPA E COZINHA/ DIVERSOS ( 180 DIAS),21.318.384/0001-65 - J.T.A. COMERCIO DE ARTIGOS DESCARTAVEIS LTDA,"88.457,42"
25.000.003423.2022,SECRETARIA DE ESTADO DA SAÚDE,06/02/2022,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"855,36"
15.000.000008.2022,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,07/02/2022,AQUISIÇÃO DE KIT DE CÂMERA FOTOGRÁFICA,47.504.653/0001-71 - CAFAYATE COMERCIAL LTDA,"45.946,00"
25.000.003098.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,81.887.838/0007-36 - PROFARMA SPECIALTY S/A,"12.565,05"
25.000.003130.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BRENTUXIMABE VENDOTINA 05MG),12.420.164/0009-04 - CM HOSPITALAR S.A.,"664.773,75"
25.000.003278.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS DIVERSOS ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","5.522,40"
25.000.003515.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,"AQUISIMEDICAMENTOS (VALSARTANA + HIDROCLORITIAZIDA 320MG + 2,5MG E DAPAGLIFOZINA 10MG)",08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"883,88"
25.000.003642.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (NIVOLUMABE 10MG/ML F/A DE 10 E 04/ML),56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"209.480,64"
25.000.004064.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ILOPROSTA 10MCG/ML),18.459.628/0097-67 - BAYER S.A.,"166.920,00"
25.000.004288.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AFLIBERCEPTE 40MG/ML),18.459.628/0097-67 - BAYER S.A.,"53.750,76"
25.000.004300.2022,SECRETARIA DE ESTADO DA SAÚDE,07/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (REGORAFENIB 40MG),18.459.628/0097-67 - BAYER S.A.,"111.515,04"
25.203.000090.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,07/02/2022,EMERGENCIAL DE MATERIAL DE EXPEDIENTE,20.873.342/0001-23 - HC COMERCIO DE PAPELARIA  E SERVICOS - EIRELI EPP,"66.663,15"
25.000.003095.2022,SECRETARIA DE ESTADO DA SAÚDE,08/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"263.448,00"
25.000.003275.2022,SECRETARIA DE ESTADO DA SAÚDE,08/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"261.577,68"
25.000.003375.2022,SECRETARIA DE ESTADO DA SAÚDE,08/02/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CALCITRIOL 0,25MCG) ",07.484.373/0001-24 - UNI HOSPITALAR LTDA,"1.138.837,50"
25.000.003639.2022,SECRETARIA DE ESTADO DA SAÚDE,08/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.927,80"
25.237.000050.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),08/02/2022,AQUISIÇÃO DE DOSIMETROS ( 180 DIAS),50.429.810/0001-36 - SAPRA LANDAUER SERVICO DE ASSESSORIA E PROTECAO RADIOLOGICA LTDA,"1.125,00"
30.000.032391.2022,ENCARGOS GERAIS DO ESTADO,08/02/2022,LOCAÇÃO DE IMÓVEL ESTACIONAMENTO DAS VIATURAS DA RECEITA ESTADUAL EM JOÃO PESSOA,09.361.916/0001-41 - MOTOMAR PECAS E ACESSORIOS LTDA,"2.800,00"
31.207.000003.2022,SECTMA/FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA,08/02/2022,PRESTAÇÃO DE SERVIÇO DE TERCEIROS - CONTRATAÇÃO DE EMPRESA PARA REALIZAR SERVIÇO DE ANÁLISE.,08.846.230/0001-88 - ASSOC. TECNICO CIENTIF. ERNESTO LUIZ DE O.JUNIOR,"213.370,00"
25.000.003370.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"28.575,48"
25.000.003381.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,27.963.904/0001-79 - JB COMERCIO E SERVIÇOS EIRELI,"10.800,00"
25.000.003387.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"1.504,80"
25.000.003390.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE FRALDAS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","15.523,20"
25.000.003391.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ABEMACICLIBE 200MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"91.382,40"
25.000.003637.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"17.658,00"
25.000.003644.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"131.724,00"
25.000.004067.2022,SECRETARIA DE ESTADO DA SAÚDE,09/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"47.482,90"
25.240.000001.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,09/02/2022,AQUISIÇÃO DE MATERIAIS DESCARTÁVEIS. ,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,"70.160,00"
25.240.000002.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,09/02/2022,AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE DESTINADO AO COMBATE AO COVID-19. ,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,"53.617,58"
25.240.000003.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,09/02/2022,AQUISIÇÃO DE EQUIPOS PARA BOMBA DE INFUSÃO DESTINADO AO COMBATE AO COVID-19. ,58.426.628/0001-33 - SAMTRONIC IND.E COMERCIO LTDA,"152.000,00"
25.242.000001.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,09/02/2022, CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE COCÇÃO DE ALIMENTOS E DISTRIBUIÇÃO DE REFEIÇÕES,28.473.123/0001-69 - SEVERINO DA COSTA SILVA,"109.200,00"
25.000.002759.2022,SECRETARIA DE ESTADO DA SAÚDE,10/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (AZACITIDINA 100MG E VENETOXCLAX 100MG),15.800.545/0003-11 - ABBVIE FARMACEUTICA LTDA,"561.272,76"
25.000.003279.2022,SECRETARIA DE ESTADO DA SAÚDE,10/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","104,40"
25.000.003371.2022,SECRETARIA DE ESTADO DA SAÚDE,10/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","445.500,00"
25.000.003514.2022,SECRETARIA DE ESTADO DA SAÚDE,10/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ALIROCUMABE 75MG/ML) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"9.407,40"
25.000.004289.2022,SECRETARIA DE ESTADO DA SAÚDE,10/02/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENOXAPARINA SÓDICA 40MG/0,4ML) ",09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,"3.960,00"
25.000.004293.2022,SECRETARIA DE ESTADO DA SAÚDE,10/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DENOSUMABE 120MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"11.448,72"
25.203.000089.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,10/02/2022,EMERGENCIAL DE POLPAS DE FRUTAS,11.229.220/0001-08 - FRUTA NOBRE COMÉRCIO HORTIFRUTIGRANJEIROS - EIRELI,"76.762,00"
25.206.000108.2022,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/02/2022,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR (TÊXTIL/EPI),01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"301.230,00"
25.238.000003.2022,SES/HOSPITAL GERAL DE MAMANGUAPE,10/02/2022,CONTRATO - LOCAÇÃO DE IMPRESSORAS 180 DIAS,09.156.195/0001-38 - ALFAPRINT LOCACOES EIRELI,"18.026,52"
25.240.000005.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,10/02/2022,LOCAÇÃO DE APARELHO DE RAIO X E DIGITALIZADOR DE IMAGENS (CR) DESTINADO AO COMBATE AO COVID-19.,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"93.600,00"
15.000.000004.2022,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,11/02/2022,MATERIAL DE HIGIENE E LIMPEZA,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"437.831,50"
25.000.003762.2022,SECRETARIA DE ESTADO DA SAÚDE,11/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,26.921.908/0002-02 - HOSPFAR IND.E COM.DE PRODS.HOSP.LTDA,"40.420,08"
26.201.009406.2022,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,11/02/2022,CONTRATAÇÃO EMERGENCIAL DE SERVIÇOS TÉCNICOS ESPECIALIZADOS EM TECNOLOGIA DA INFORMAÇÃO,07.469.269/0001-60 - VIASOFT SOLUÇOES TECNOLOGICAS LTDA,"447.360,00"
25.000.003377.2022,SECRETARIA DE ESTADO DA SAÚDE,14/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"3.337,20"
25.000.003962.2022,SECRETARIA DE ESTADO DA SAÚDE,14/02/2022,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (FORTFIT PRO LATA 470G),29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"1.832,52"
25.000.004066.2022,SECRETARIA DE ESTADO DA SAÚDE,14/02/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (CODEÍNA 60MG, METADONA 05MG E MORFINA 10MG)",44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"13.074,90"
25.000.004610.2022,SECRETARIA DE ESTADO DA SAÚDE,14/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"711,00"
38.000.982021.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,14/02/2022,RECONSTRUÇÃO DO MURO DA CENTRAL DE POLÍCIA DE CAMPINA GRANDE PB,01.309.949/0001-30 - 1001 SERVIÇOS DE ENGENHARIA E CONST.LTDA,"69.814,29"
25.204.000014.2022,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,15/02/2022,AQUISIÇÃO DE MATERIAL DESCARTÁVEL.,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"33.720,00"
25.215.000007.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,15/02/2022,AQUISIÇÃO DE SOLUÇÕES PARENTERAIS,31.673.254/0001-02 - LABORATORIOS B.BRAUN S/A,"968.075,00"
25.240.000009.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,15/02/2022,AQUISIÇÃO DE MATERIAIS DE HIGIENIZAÇÃO DESTINADO AO COMBATE AO COVID-19. ,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,"298.027,56"
15.000.000012.2022,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,16/02/2022,SERVIÇO PARA FORNECIMENTO DE ALIMENTAÇÃO POLICIAMENTO OSTENSIVO (P.O),05.672.519/0001-30 - PADARIA PONTES LTDA,"813.998,00"
25.000.003280.2022,SECRETARIA DE ESTADO DA SAÚDE,16/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PERTUZUMABE 420MG/14ML),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"86.087,16"
25.000.003431.2022,SECRETARIA DE ESTADO DA SAÚDE,16/02/2022,AQUISIÇÃO EMERGENCIAL DE CURATIVOS BIOLÓGICOS E MEDICAMENTOS DERMATOLÓGICOS,42.004.633/0001-18 - HEART MEDICAL MATERIAL HOSPITALAR LTDA,"105.168,00"
25.213.000060.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,16/02/2022,AQUISIÇÃO DE MEDICAMENTOS,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"3.241.346,20"
25.213.000061.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,16/02/2022,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"2.454.096,27"
25.215.000013.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,16/02/2022,SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS DE REFRIGERAÇÃO,34.157.179/0001-07 - ABSOLUTA SERVIÇOS ASSESSORIA EMPRESARIAL E COMÉRCIO LTDA,"77.940,00"
25.215.000014.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,16/02/2022,SERVIÇOS DE LOCAÇÃO DE LICENÇA DE USO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO PARA GESTÃO HOSPITALAR,01.790.382/0001-67 - VITAI SOLUÇÕES LTDA,"67.200,00"
25.240.000011.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,16/02/2022,AQUISIÇÃO DE MATERIAIS DESCARTÁVEIS DESTINADO AO COMBATE AO COVID-19. ,24.085.444/0001-35 - ALAN RUDNEY CABRAL DE LIMA,"269.999,00"
25.242.000003.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,16/02/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO E MANUTENÇÃO DE INTERNET,17.275.773/0001-83 - ME TELECOM SOLUÇÕES E SERVIÇOS DE TELECOMUNICAÇÕES EIRELI,"7.200,00"
25.000.002350.2022,SECRETARIA DE ESTADO DA SAÚDE,17/02/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE,29.521.159/0001-33 - HOSPITAL MILAGRES SERVICOS DE SAUDE EIRELI,"112.680,00"
25.000.003136.2022,SECRETARIA DE ESTADO DA SAÚDE,17/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"5.572,38"
25.206.000123.2022,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,17/02/2022,SERVIÇO DE MAUTENÇÃO DE AR CONDICIONADO,40.964.157/0001-51 - JOAO SIMOES DO CARMO - ME,"127.435,00"
25.206.000131.2022,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,17/02/2022,AQUISIÇÃO DE TECIDOS E AVIAMENTOS,05.765.913/0001-12 - VENDE TUDO MAGAZINE LTDA,"252.540,00"
25.242.000004.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,17/02/2022,AQUISIÇÃO DE MEDICAMENTOS,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"80.346,61"
25.242.000005.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,17/02/2022,AQUISIÇÃO DE MEDICAMENTO,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"209.634,58"
25.242.000006.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,17/02/2022,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"33.122,40"
25.242.000007.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,17/02/2022,AQUISIÇÃO DE MEDICAMENTOS,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"274.886,00"
25.242.000008.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,17/02/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE ANÁLISES CLÍNICAS,19.891.257/0001-09 - LABORATORIO DE ANALISES CLINICAS LTDA,"141.000,00"
25.242.000009.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,17/02/2022,AQUISIÇÃO DE MATERIAL MÉDICO,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"73.689,10"
25.000.003389.2022,SECRETARIA DE ESTADO DA SAÚDE,18/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"202.381,20"
25.237.000061.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),18/02/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM DEDETIZAÇÃO 180 DIAS,18.008.900/0001-40 - JOSE VIEIRA DA SILVA FILHO,"12.250,93"
25.242.000011.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,18/02/2022,AQUISIÇÃO DE MEDICAMENTOS,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"232.704,50"
26.000.000010.2022,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,18/02/2022,FORNECIMENTO DE ÁGUA MINERAL,03.977.181/0001-07 - PLATINA MINERAL LTDA,"218.957,00"
31.205.001449.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,18/02/2022,AQUISIÇÃO DE MESAS REBATÍVEIS,25.071.568/0001-24 - CENTRA MOVEIS S/A,"30.476,26"
25.000.003427.2022,SECRETARIA DE ESTADO DA SAÚDE,21/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"154,80"
25.216.000148.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,21/02/2022,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO EM CARATER EMERGENCIAL 180 DIAS,04.222.335/0001-05 - EDILENE IMPERIANO,"1.202.425,87"
25.242.000012.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,21/02/2022,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"73.366,50"
25.242.000013.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,21/02/2022,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR,13.428.556/0001-25 - SERVMED REPRES. COM. LTDA,"69.629,80"
25.000.000309.2022,SECRETARIA DE ESTADO DA SAÚDE,22/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (HILANO GF-20 08MG/ML),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"2.729,82"
25.000.003202.2022,SECRETARIA DE ESTADO DA SAÚDE,22/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"14.681,60"
25.000.003560.2022,SECRETARIA DE ESTADO DA SAÚDE,22/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"6.298,20"
25.203.000137.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,22/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ANTI-INFECTANTES E ANTI-INFLAMATÓRIOS,08.778.201/0001-26 - DROGAFONTE LTDA,"272.399,70"
25.205.012245.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,22/02/2022,MATERIAL PARA LAVANDERIA,09.647.712/0001-71 - NEW CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA EIRELI,"65.553,00"
25.205.012247.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,22/02/2022,AQUISIÇÃO DE TECIDOS,02.393.076/0001-50 - UNIMIXX COMERCIO E SERVICOS EIRELI,"77.066,00"
25.205.012248.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,22/02/2022,AQUISIÇÃO DE AVIAMENTOS,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"61.790,00"
25.213.000066.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,22/02/2022,"AQUISIÇÃO DE RECARGAS DE OXIGÊNIO E AR COMPRIMIDO MEDICINAL, COM CILINDROS EM REGIME DE COMODATO",22.769.247/0001-00 - THAIS DE OLIVEIRA BRANDÃO ME,"69.000,00"
25.237.000064.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),22/02/2022,AQUISIÇÃO DE MATERIAL E EQUIPAMENTO MÉDICO HOSPITALAR,04.922.653/0001-89 - NORDESTE HOSPITALAR LTDA,"526.289,26"
25.237.000069.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),22/02/2022,LOCAÇÃO DE USINA DE AR COMPRIMIDO MEDICINAL,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"126.600,00"
25.000.000079.2022,SECRETARIA DE ESTADO DA SAÚDE,23/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,01.578.276/0001-14 - ASLI COMERCIAL EIRELI,"4.114,80"
25.000.003425.2022,SECRETARIA DE ESTADO DA SAÚDE,23/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","282,60"
25.000.003426.2022,SECRETARIA DE ESTADO DA SAÚDE,23/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (METILFENIDATO CLORIDRATO 36MG) ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"1.227,60"
25.000.003646.2022,SECRETARIA DE ESTADO DA SAÚDE,23/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LIRAGLUTIDA 6MG/ML) ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"6.078,96"
25.000.004276.2022,SECRETARIA DE ESTADO DA SAÚDE,23/02/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DAPAGLIFOZINA + METFORMINA 5/1000MG,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"752,40"
25.204.000024.2022,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,23/02/2022,AQUISIÇÃO DE MATERIAL PARA MANUTENÇÃO DO PRÉDIO .,07.807.909/0001-03 - TRIUNFO CONSTRUÇOES LTDA,"70.700,57"
25.216.000154.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,23/02/2022,AQUISIÇÃO DE MATERIAL DESCARTAVEL EM CARATER EMERGENCIAL 180 DIAS,32.515.669/0001-02 - RENATA LIDIA RODRIGUES,"705.025,61"
25.240.000026.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,23/02/2022,SERVIÇO DE EXAMES ANATOMOPATOLÓGICO. ,00.811.657/0001-39 - UCD UNIDADE CAMPINENSE DE DIAGNOSTICO LTDA,"308.025,00"
