Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,SIGLA,Modalidade2,Data de Abertura,Objeto,ClassObjeto,Razão Social,Total Adjudicado,Valor
312.030.000.162.019,DISPENSA DE LICITAÇÃO,16/04/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,SEIE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO SERVIÇO DE TROCA,,,Conserto e Manutenção de equipamentos,,,
250.001.035.962.019,DISPENSA DE LICITAÇÃO,17/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.015.035.632.010,DISPENSA DE LICITAÇÃO,22/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (VANDETANIBE 300 MG) A FIM DE ATENDER DEMANDAS JUDICIAIS ,,,Compra de Medicamentos,,,
2.500.015.035.862.010,DISPENSA DE LICITAÇÃO,22/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,RANIBIZUMABE,,,Compra de Medicamentos,,,
2.500.028.025.072.010,DISPENSA DE LICITAÇÃO,22/04/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,,,Materiais e Equipamentos Hospitalares,,,
2.500.011.015.862.010,DISPENSA DE LICITAÇÃO,24/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (MIGLUSTATE 100MG),,,Compra de Medicamentos,,,
2.500.015.035.642.010,DISPENSA DE LICITAÇÃO,24/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,HILANO GF-20 SOLUÇÃO INJETÁVEL A FIM DE ATENDER DEMANDA JUDICIAL DA ,,,Compra de Medicamentos,,,
250.002.045.372.019,DISPENSA DE LICITAÇÃO,24/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (NEOCATE LCP) ,,,Compra de Medicamentos,,,
220.001.059.062.019,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,SEE,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE PACOTES DE INTERCÂMBIO - DESTINO ARGENTINA,,,Contratação de serviços em geral,,,
2.500.011.125.112.010,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,,,Compra de Medicamentos,,,
2.500.015.035.652.010,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
2.500.022.035.642.010,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.002.045.042.019,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,,,Compra de Medicamentos,,,
250.002.045.092.019,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.002.045.322.019,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,FÓRMULA NUTRICIONAL (FORTINI 400G),,,Suplementos e Leite Fórmula,,,
2.500.022.035.612.010,DISPENSA DE LICITAÇÃO,26/04/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (ENOXAPARINA 100MG),,,Compra de Medicamentos,,,
2.500.022.035.772.010,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS ,,,Materiais e Equipamentos Hospitalares,,,
250.009.045.162.019,DISPENSA DE LICITAÇÃO,26/04/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,FÓRMULA INFANTIL (PREGOMIN PEPTI) ,,,Suplementos e Leite Fórmula,,,
2.500.015.035.582.010,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (OCRELIZUMABE 30MG/ML),,,Compra de Medicamentos,,,
250.002.045.312.019,DISPENSA DE LICITAÇÃO,29/04/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (PANCREATINA 10.000 U.F.E.),,,Compra de Medicamentos,,,
250.002.045.342.019,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.004.045.052.019,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RISPERIDONA 1MG/ML 30ML) ,,,Compra de Medicamentos,,,
250.009.045.182.019,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL,,,Compra de Medicamentos,,,
252.060.001.182.019,DISPENSA DE LICITAÇÃO,29/04/2019,3,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS,29/04/2019,GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS,Alimentação Hospitalar,19.447.850/0001-60 - DISTRIBUIDORA FF ALIMENTOS LTDA - ME,34.683,34683
222.040.027.082.019,DISPENSA DE LICITAÇÃO,30/04/2019,2,SEE,SEE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PUBLICAÇÃO NO DIÁRIO OFICIAL DO ESTADO.,,,Serviços Gráficos e de Impressão,,,
2.500.010.046.162.010,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.002.045.012.019,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (MALEATO DE SUNITINIB 25 MG E 50 MG) ,,,Compra de Medicamentos,,,
2.500.026.025.302.010,DISPENSA DE LICITAÇÃO,30/04/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE INSULINA DEGLUDECA 100 UI/ML E SENSORES FREESTYLE LIBRE ,,,Compra de Medicamentos,,,
250.005.045.572.019,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,,,Materiais e Equipamentos Hospitalares,,,
250.009.045.142.019,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.002.045.392.019,DISPENSA DE LICITAÇÃO,2/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.020.452.192.010,DISPENSA DE LICITAÇÃO,3/5/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO  (OMALIZUMABE 150MG DE PÓ P SOLUÇÃO INJ - EMBAL CONT 1 FRASCO - AMP + 1 AMP DILUENTE) ,,,Compra de Medicamentos,,,
250.005.046.452.019,DISPENSA DE LICITAÇÃO,3/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (TIOTRÓPIO BROMETO,,,Compra de Medicamentos,,,
2.500.022.035.692.010,DISPENSA DE LICITAÇÃO,6/5/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE FÓRMULA NUTRICIONAL,,,Suplementos e Leite Fórmula,,,
312.030.000.172.019,DISPENSA DE LICITAÇÃO,6/5/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,SEIE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE,,,Contratação de serviços em geral,,,
2.500.015.035.592.010,DISPENSA DE LICITAÇÃO,7/5/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,COMPOSTO LÁCTEO NESLAC CONFOR (LATA COM 800G),,,Suplementos e Leite Fórmula,,,
2.500.027.095.252.010,DISPENSA DE LICITAÇÃO,7/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (NUTRIDRINK MAX),,,Suplementos e Leite Fórmula,,,
250.009.045.172.019,DISPENSA DE LICITAÇÃO,7/5/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,SUPLEMENTOS NUTRICIONAIS (ISOSOURCE SOYA E ISOSOURCE FIBER),,,Suplementos e Leite Fórmula,,,
250.009.045.232.019,DISPENSA DE LICITAÇÃO,7/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS ,,,Suplementos e Leite Fórmula,,,
312.030.000.182.019,DISPENSA DE LICITAÇÃO,7/5/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,SEIE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO SERVIÇO DE LIMPEZA MECANIZADA,,,Contratação de serviços em geral,,,
250.009.045.252.019,DISPENSA DE LICITAÇÃO,8/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EMPAGLIFLOZINA 25MG) ,,,Compra de Medicamentos,,,
370.000.005.282.019,DISPENSA DE LICITAÇÃO,9/5/2019,1,SECRETARIA DE ESTADO DE PLANEJAMENTO,SEPLAN,,,,nan,,,
272.010.015.362.019,DISPENSA DE LICITAÇÃO,11/5/2019,1,"SEDH/FUND. DESENV. CRIANÇA E ADOLESC""ALICE DE ALMEIDA""",SEDH,DISPENSA DE LICITAÇÃO.,11/5/2019,DISPENSA DE LICITAÇÃO.,Contratação de serviços em geral,25.355.620/0001-74 - FT COMERCIO E DISTRIBUIDORA DE COLCHOES LTDA,114,114
312.030.000.192.019,DISPENSA DE LICITAÇÃO,14/05/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,SEIE,AQUISIÇÃO DE APARELHO TELEFONICO,,,Serviços de telefonia e internet,,,
2.500.029.045.302.010,DISPENSA DE LICITAÇÃO,15/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
320.008.000.122.019,DISPENSA DE LICITAÇÃO,15/05/2019,1,SECRETARIA DE ESTADO DO DESENVOLVIMENTO DA AGROPECUÁRIA E DA PESCA,SEDAP,AQUISIÇÃO DE RAÇÃO P/ PEIXE P/ATENDER ESTAÇÃO DE PISCICULTURA DE ITAPORANGA/PB ,,,Alimentação para Animais,,,
2.500.014.035.332.010,DISPENSA DE LICITAÇÃO,16/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERG DE CLÍNICA PARA REALIZAÇÃO,,,Contratação de serviços em geral,,,
2.500.021.025.592.010,DISPENSA DE LICITAÇÃO,16/05/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCTREOTIDA ...,,,Compra de Medicamentos,,,
250.009.045.122.019,DISPENSA DE LICITAÇÃO,16/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EVEROLIMO 5MG) ,,,Compra de Medicamentos,,,
250.009.045.132.019,DISPENSA DE LICITAÇÃO,16/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (ELTROMBOPAGUE OLAMINA 50MG) ,,,Compra de Medicamentos,,,
250.009.045.242.019,DISPENSA DE LICITAÇÃO,16/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
2.500.029.045.452.010,DISPENSA DE LICITAÇÃO,22/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
250.002.945.292.019,DISPENSA DE LICITAÇÃO,23/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA DEGLUDECA 100 UI/ML,,,Compra de Medicamentos,,,
2.500.022.035.722.010,DISPENSA DE LICITAÇÃO,24/05/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERG DE SUPLEMENTOS (NUTRIDRINK MAX,,,Suplementos e Leite Fórmula,,,
262.010.047.382.019,DISPENSA DE LICITAÇÃO,24/05/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,CONTRATAÇÃO DE ENTIDADE PÚBLICA PARA AFERIÇÃO DE ETILÔMETROS,,,Contratação de serviços em geral,,,
2.500.010.055.832.010,DISPENSA DE LICITAÇÃO,27/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (FORTICARE 125ML) ,,,Suplementos e Leite Fórmula,,,
2.500.010.055.842.010,DISPENSA DE LICITAÇÃO,27/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL,,,Compra de Medicamentos,,,
2.500.029.045.202.010,DISPENSA DE LICITAÇÃO,27/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.004.045.042.019,DISPENSA DE LICITAÇÃO,27/05/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.010.055.792.010,DISPENSA DE LICITAÇÃO,28/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.029.045.212.010,DISPENSA DE LICITAÇÃO,28/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERG DE MED (DUPILUMABE 300MG - SERINGA PREENCHIDA COM 2 ML E SISTEMA DE SEGURANÇA),,,Compra de Medicamentos,,,
2.500.029.045.252.010,DISPENSA DE LICITAÇÃO,28/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MED  (GUSELMABE 100MG - SERIN PREENCHIDA 1ML DE SOL SUBCUTÂNEO COM DISPOS DE SEGUR),,,Compra de Medicamentos,,,
2.500.029.045.502.010,DISPENSA DE LICITAÇÃO,28/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267 MG),,,Compra de Medicamentos,,,
2.500.011.035.902.010,DISPENSA DE LICITAÇÃO,29/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERG DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,29/05/2019,CONTRATAÇÃO EMERG DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,Contratação de serviços em geral,Razão Social não encontrada,81.588,81588
2.500.029.045.242.010,DISPENSA DE LICITAÇÃO,30/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,145.613,145613
2.500.029.045.262.010,DISPENSA DE LICITAÇÃO,30/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,581.812,581812
2.500.029.045.462.010,DISPENSA DE LICITAÇÃO,30/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (PIRFENIDONA 267MG),30/05/2019,MEDICAMENTO (PIRFENIDONA 267MG),Compra de Medicamentos,Razão Social não encontrada,48.243,48243
250.004.045.062.019,DISPENSA DE LICITAÇÃO,30/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,5.76,5760
2.500.022.055.542.010,DISPENSA DE LICITAÇÃO,31/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,,,Suplementos e Leite Fórmula,,,
2.500.010.055.752.010,DISPENSA DE LICITAÇÃO,3/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 300MG - CREON 25.000UI) A FIM DE ATENDER DJ,,,Compra de Medicamentos,,,
2.500.010.055.852.010,DISPENSA DE LICITAÇÃO,3/6/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,SUPLEMENTO NUTRICIONAL (NUTRISON SOYA 800G E CALOGEN 200ML),,,Suplementos e Leite Fórmula,,,
2.500.022.055.532.010,DISPENSA DE LICITAÇÃO,3/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERG DE SUP NUTRICIONAL (FORTINI 400MG) A FIM DE ATENDER DEMANDA JUDICIAL,,,Compra de Medicamentos,,,
2.500.022.055.992.010,DISPENSA DE LICITAÇÃO,3/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO,,,Suplementos e Leite Fórmula,,,
2.500.014.055.102.010,DISPENSA DE LICITAÇÃO,4/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,,,Compra de Medicamentos,,,
250.006.055.612.019,DISPENSA DE LICITAÇÃO,4/6/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
2.500.029.045.232.010,DISPENSA DE LICITAÇÃO,5/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
222.040.011.482.019,DISPENSA DE LICITAÇÃO,6/6/2019,,SEE,SEE,SERVIÇO PARA MANUTENÇÃO CORRETIVA E PREVENTIVA DE IMPRESSORA 3D,,,Conserto e Manutenção de equipamentos,,,
2.500.029.045.422.010,DISPENSA DE LICITAÇÃO,6/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
2.500.029.045.472.010,DISPENSA DE LICITAÇÃO,6/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (AFLIBERCEPTE 40,,,Compra de Medicamentos,,,
250.008.035.782.019,DISPENSA DE LICITAÇÃO,6/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO DE INSTITUIÇÃO,,,Contratação de serviços em geral,,,
250.006.055.602.019,DISPENSA DE LICITAÇÃO,7/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
262.010.251.102.019,DISPENSA DE LICITAÇÃO,7/6/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,LOCAÇÃO DE PRÉDIO URBANO PARA FUNCIONAMENTO DOS SERVIÇOS DO POSTO DO DETRAN EM TEIXEIRA/PB ,,,Locação de Imóvel,,,
252.060.001.632.019,DISPENSA DE LICITAÇÃO,12/6/2019,4,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,SES,AQUISIÇÃO DE HORTIFRUTIGRANGEIRO,,,Alimentação Hospitalar,,,
262.010.079.692.019,DISPENSA DE LICITAÇÃO,12/6/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA,,,Contratação de serviços em geral,,,
250.002.045.132.019,DISPENSA DE LICITAÇÃO,17/06/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO,,,Suplementos e Leite Fórmula,,,
2.500.015.035.572.010,DISPENSA DE LICITAÇÃO,18/06/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS ,18/06/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS ,Suplementos e Leite Fórmula,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,13.104,13104
250.002.045.272.019,DISPENSA DE LICITAÇÃO,18/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,18/06/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,Compra de Medicamentos,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,1.834,1834
2.500.010.055.742.010,DISPENSA DE LICITAÇÃO,19/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO  ,19/06/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO  ,Compra de Medicamentos,81.887.838/0007-36 - PROFARMA SPECIALTY S/A,217.51,217510
2.500.022.055.602.010,DISPENSA DE LICITAÇÃO,19/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.010.046.172.010,DISPENSA DE LICITAÇÃO,25/06/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (MESILATO DE IMATINIBE 400MG),,,Compra de Medicamentos,,,
2.500.010.055.732.010,DISPENSA DE LICITAÇÃO,25/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE FRALDAS DESCARTÁVEIS,,,Materiais e Equipamentos Hospitalares,,,
2.500.010.055.862.010,DISPENSA DE LICITAÇÃO,25/06/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (CETUXIMABE 5MG/ML),,,Compra de Medicamentos,,,
2.500.010.065.562.010,DISPENSA DE LICITAÇÃO,26/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.030.055.332.010,DISPENSA DE LICITAÇÃO,26/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CURATIVOS BIATAIN SILI LITE 10 X 10 CM,,,Materiais e Equipamentos Hospitalares,,,
2.500.023.055.982.010,DISPENSA DE LICITAÇÃO,27/06/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,REALIZAÇÃO DE EXAME CARIOTIPO COM BANDA G,,,Exame Hospitalar,,,
280.000.000.812.019,DISPENSA DE LICITAÇÃO,27/06/2019,1,PROJETO COOPERAR,PROJETO COOPERAR,LOCAÇÃO DE IMÓVEL NA CIDADE DE SOLEDADE-PB,,,Locação de Imóvel,,,
2.500.010.055.812.010,DISPENSA DE LICITAÇÃO,28/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,PERTUZUMABE 420MG/14ML,,,Compra de Medicamentos,,,
250.006.055.642.019,DISPENSA DE LICITAÇÃO,28/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
2.500.013.065.022.010,DISPENSA DE LICITAÇÃO,1/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,,,Suplementos e Leite Fórmula,,,
2.500.030.055.422.010,DISPENSA DE LICITAÇÃO,1/7/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL ,,,Compra de Medicamentos,,,
2.500.030.055.362.010,DISPENSA DE LICITAÇÃO,3/7/2019,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,,,Compra de Medicamentos,,,
262.010.033.562.019,DISPENSA DE LICITAÇÃO,3/7/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,PRESTAÇÃO DE SERVIÇOS  POSTAIS,,,Contratação de serviços em geral,,,
250.007.065.602.019,DISPENSA DE LICITAÇÃO,4/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.007.065.612.019,DISPENSA DE LICITAÇÃO,4/7/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,MEDICAMENTO (BRENTUXIMABE VEDOTINA 50MG PÓ LIOF INJ),4/7/2019,MEDICAMENTO (BRENTUXIMABE VEDOTINA 50MG PÓ LIOF INJ),Compra de Medicamentos,Razão Social não encontrada,327.885,327885
2.500.022.055.552.010,DISPENSA DE LICITAÇÃO,5/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,5/7/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,218.59,218590
2.500.022.056.002.010,DISPENSA DE LICITAÇÃO,5/7/2019,,SECRETARIA DE ESTADO DA SAÚDE,SES,RIVAROXABANA 10MG,,,Compra de Medicamentos,,,
