Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,Modalidade2,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor
250.002.045.072.019,DISPENSA DE LICITAÇÃO,15/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FÓRMULA NUTRICIONAL (NUTREN JUNIOR 400MG) A FIM DE ATENDER DEMANDA JUDICIAL,,,,,,
250.002.045.262.019,DISPENSA DE LICITAÇÃO,15/04/2019,,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FÓRMULAS NUTRICIONAIS,,,,,,
312.030.000.162.019,DISPENSA DE LICITAÇÃO,16/04/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO SERVIÇO DE TROCA,,,,,,
250.001.035.962.019,DISPENSA DE LICITAÇÃO,17/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
2.500.015.035.632.010,DISPENSA DE LICITAÇÃO,22/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (VANDETANIBE 300 MG) A FIM DE ATENDER DEMANDAS JUDICIAIS ,,,,,,
2.500.015.035.862.010,DISPENSA DE LICITAÇÃO,22/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,RANIBIZUMABE,,,,,,
2.500.028.025.072.010,DISPENSA DE LICITAÇÃO,22/04/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,,,,,,
2.500.011.015.862.010,DISPENSA DE LICITAÇÃO,24/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (MIGLUSTATE 100MG),,,,,,
2.500.015.035.642.010,DISPENSA DE LICITAÇÃO,24/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,HILANO GF-20 SOLUÇÃO INJETÁVEL A FIM DE ATENDER DEMANDA JUDICIAL DA ,,,,,,
250.002.045.372.019,DISPENSA DE LICITAÇÃO,24/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (NEOCATE LCP) ,,,,,,
220.001.059.062.019,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE PACOTES DE INTERCÂMBIO - DESTINO ARGENTINA,,,,,,
2.500.011.125.112.010,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,,,,,,
2.500.015.035.652.010,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,,,,
2.500.022.035.642.010,DISPENSA DE LICITAÇÃO,25/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
250.002.045.042.019,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,,,,,,
250.002.045.092.019,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
250.002.045.322.019,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,FÓRMULA NUTRICIONAL (FORTINI 400G),,,,,,
2.500.022.035.612.010,DISPENSA DE LICITAÇÃO,26/04/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (ENOXAPARINA 100MG),,,,,,
2.500.022.035.772.010,DISPENSA DE LICITAÇÃO,26/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS ,,,,,,
250.009.045.162.019,DISPENSA DE LICITAÇÃO,26/04/2019,,SECRETARIA DE ESTADO DA SAÚDE,FÓRMULA INFANTIL (PREGOMIN PEPTI) ,,,,,,
2.500.015.035.582.010,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (OCRELIZUMABE 30MG/ML),,,,,,
250.002.045.312.019,DISPENSA DE LICITAÇÃO,29/04/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (PANCREATINA 10.000 U.F.E.),,,,,,
250.002.045.342.019,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
250.004.045.052.019,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RISPERIDONA 1MG/ML 30ML) ,,,,,,
250.009.045.182.019,DISPENSA DE LICITAÇÃO,29/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL,,,,,,
252.060.001.182.019,DISPENSA DE LICITAÇÃO,29/04/2019,3,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/04/2019,GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS,19.447.850/0001-60 - DISTRIBUIDORA FF ALIMENTOS LTDA - ME,34.683,34683
222.040.027.082.019,DISPENSA DE LICITAÇÃO,30/04/2019,2,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PUBLICAÇÃO NO DIÁRIO OFICIAL DO ESTADO.,,,,,,
2.500.010.046.162.010,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
250.002.045.012.019,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (MALEATO DE SUNITINIB 25 MG E 50 MG) ,,,,,,
2.500.026.025.302.010,DISPENSA DE LICITAÇÃO,30/04/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE INSULINA DEGLUDECA 100 UI/ML E SENSORES FREESTYLE LIBRE ,,,,,,
250.005.045.572.019,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,,,,,,
250.009.045.142.019,DISPENSA DE LICITAÇÃO,30/04/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
250.002.045.392.019,DISPENSA DE LICITAÇÃO,2/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
2.500.020.452.192.010,DISPENSA DE LICITAÇÃO,3/5/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO  (OMALIZUMABE 150MG DE PÓ P SOLUÇÃO INJ - EMBAL CONT 1 FRASCO - AMP + 1 AMP DILUENTE) ,,,,,,
250.005.046.452.019,DISPENSA DE LICITAÇÃO,3/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (TIOTRÓPIO BROMETO,,,,,,
2.500.022.035.692.010,DISPENSA DE LICITAÇÃO,6/5/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FÓRMULA NUTRICIONAL,,,,,,
312.030.000.172.019,DISPENSA DE LICITAÇÃO,6/5/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE,,,,,,
2.500.015.035.592.010,DISPENSA DE LICITAÇÃO,7/5/2019,,SECRETARIA DE ESTADO DA SAÚDE,COMPOSTO LÁCTEO NESLAC CONFOR (LATA COM 800G),,,,,,
2.500.027.095.252.010,DISPENSA DE LICITAÇÃO,7/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (NUTRIDRINK MAX),,,,,,
250.009.045.172.019,DISPENSA DE LICITAÇÃO,7/5/2019,,SECRETARIA DE ESTADO DA SAÚDE,SUPLEMENTOS NUTRICIONAIS (ISOSOURCE SOYA E ISOSOURCE FIBER),,,,,,
250.009.045.232.019,DISPENSA DE LICITAÇÃO,7/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS ,,,,,,
312.030.000.182.019,DISPENSA DE LICITAÇÃO,7/5/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO SERVIÇO DE LIMPEZA MECANIZADA,,,,,,
250.009.045.252.019,DISPENSA DE LICITAÇÃO,8/5/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EMPAGLIFLOZINA 25MG) ,,,,,,
370.000.005.282.019,DISPENSA DE LICITAÇÃO,9/5/2019,1,SECRETARIA DE ESTADO DE PLANEJAMENTO,,,,,,,
272.010.015.362.019,DISPENSA DE LICITAÇÃO,11/5/2019,1,"SEDH/FUND. DESENV. CRIANÇA E ADOLESC""ALICE DE ALMEIDA""",DISPENSA DE LICITAÇÃO.,"SEDH/FUND. DESENV. CRIANÇA E ADOLESC""ALICE DE ALMEIDA""",11/5/2019,DISPENSA DE LICITAÇÃO.,25.355.620/0001-74 - FT COMERCIO E DISTRIBUIDORA DE COLCHOES LTDA,114,114
312.030.000.192.019,DISPENSA DE LICITAÇÃO,14/05/2019,1,SEIE/COMPANHIA DOCAS DA PARAÍBA,AQUISIÇÃO DE APARELHO TELEFONICO,,,,,,
2.500.029.045.302.010,DISPENSA DE LICITAÇÃO,15/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
320.008.000.122.019,DISPENSA DE LICITAÇÃO,15/05/2019,1,SECRETARIA DE ESTADO DO DESENVOLVIMENTO DA AGROPECUÁRIA E DA PESCA,AQUISIÇÃO DE RAÇÃO P/ PEIXE P/ATENDER ESTAÇÃO DE PISCICULTURA DE ITAPORANGA/PB ,,,,,,
2.500.014.035.332.010,DISPENSA DE LICITAÇÃO,16/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERG DE CLÍNICA PARA REALIZAÇÃO,,,,,,
2.500.021.025.592.010,DISPENSA DE LICITAÇÃO,16/05/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCTREOTIDA ...,,,,,,
250.009.045.122.019,DISPENSA DE LICITAÇÃO,16/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EVEROLIMO 5MG) ,,,,,,
250.009.045.132.019,DISPENSA DE LICITAÇÃO,16/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (ELTROMBOPAGUE OLAMINA 50MG) ,,,,,,
250.009.045.242.019,DISPENSA DE LICITAÇÃO,16/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,,,,
2.500.029.045.452.010,DISPENSA DE LICITAÇÃO,22/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,,,,
250.002.945.292.019,DISPENSA DE LICITAÇÃO,23/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA DEGLUDECA 100 UI/ML,,,,,,
2.500.022.035.722.010,DISPENSA DE LICITAÇÃO,24/05/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERG DE SUPLEMENTOS (NUTRIDRINK MAX,,,,,,
262.010.047.382.019,DISPENSA DE LICITAÇÃO,24/05/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,CONTRATAÇÃO DE ENTIDADE PÚBLICA PARA AFERIÇÃO DE ETILÔMETROS,,,,,,
2.500.010.055.832.010,DISPENSA DE LICITAÇÃO,27/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (FORTICARE 125ML) ,,,,,,
2.500.010.055.842.010,DISPENSA DE LICITAÇÃO,27/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL,,,,,,
2.500.029.045.202.010,DISPENSA DE LICITAÇÃO,27/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
250.004.045.042.019,DISPENSA DE LICITAÇÃO,27/05/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
2.500.010.055.792.010,DISPENSA DE LICITAÇÃO,28/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
2.500.029.045.212.010,DISPENSA DE LICITAÇÃO,28/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERG DE MED (DUPILUMABE 300MG - SERINGA PREENCHIDA COM 2 ML E SISTEMA DE SEGURANÇA),,,,,,
2.500.029.045.252.010,DISPENSA DE LICITAÇÃO,28/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,MED  (GUSELMABE 100MG - SERIN PREENCHIDA 1ML DE SOL SUBCUTÂNEO COM DISPOS DE SEGUR),,,,,,
2.500.029.045.502.010,DISPENSA DE LICITAÇÃO,28/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267 MG),,,,,,
2.500.011.035.902.010,DISPENSA DE LICITAÇÃO,29/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO EMERG DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,SECRETARIA DE ESTADO DA SAÚDE,29/05/2019,CONTRATAÇÃO EMERG DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,Razão Social não encontrada,81.588,81588
2.500.029.045.242.010,DISPENSA DE LICITAÇÃO,30/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,145.613,145613
2.500.029.045.262.010,DISPENSA DE LICITAÇÃO,30/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,581.812,581812
2.500.029.045.462.010,DISPENSA DE LICITAÇÃO,30/05/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (PIRFENIDONA 267MG),SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,MEDICAMENTO (PIRFENIDONA 267MG),Razão Social não encontrada,48.243,48243
250.004.045.062.019,DISPENSA DE LICITAÇÃO,30/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,5.76,5760
2.500.022.055.542.010,DISPENSA DE LICITAÇÃO,31/05/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,,,,,,
2.500.010.055.752.010,DISPENSA DE LICITAÇÃO,3/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 300MG - CREON 25.000UI) A FIM DE ATENDER DJ,,,,,,
2.500.010.055.852.010,DISPENSA DE LICITAÇÃO,3/6/2019,,SECRETARIA DE ESTADO DA SAÚDE,SUPLEMENTO NUTRICIONAL (NUTRISON SOYA 800G E CALOGEN 200ML),,,,,,
2.500.022.055.532.010,DISPENSA DE LICITAÇÃO,3/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERG DE SUP NUTRICIONAL (FORTINI 400MG) A FIM DE ATENDER DEMANDA JUDICIAL,,,,,,
2.500.022.055.992.010,DISPENSA DE LICITAÇÃO,3/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO,,,,,,
2.500.014.055.102.010,DISPENSA DE LICITAÇÃO,4/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,,,,,,
250.006.055.612.019,DISPENSA DE LICITAÇÃO,4/6/2019,,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,,,,
2.500.029.045.232.010,DISPENSA DE LICITAÇÃO,5/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
222.040.011.482.019,DISPENSA DE LICITAÇÃO,6/6/2019,,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,SERVIÇO PARA MANUTENÇÃO CORRETIVA E PREVENTIVA DE IMPRESSORA 3D,,,,,,
2.500.029.045.422.010,DISPENSA DE LICITAÇÃO,6/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,,,,
2.500.029.045.472.010,DISPENSA DE LICITAÇÃO,6/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (AFLIBERCEPTE 40,,,,,,
250.008.035.782.019,DISPENSA DE LICITAÇÃO,6/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,CONTRATAÇÃO DE INSTITUIÇÃO,,,,,,
250.006.055.602.019,DISPENSA DE LICITAÇÃO,7/6/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
262.010.251.102.019,DISPENSA DE LICITAÇÃO,7/6/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,LOCAÇÃO DE PRÉDIO URBANO PARA FUNCIONAMENTO DOS SERVIÇOS DO POSTO DO DETRAN EM TEIXEIRA/PB ,,,,,,
252.060.001.632.019,DISPENSA DE LICITAÇÃO,12/6/2019,4,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,AQUISIÇÃO DE HORTIFRUTIGRANGEIRO,,,,,,
262.010.079.692.019,DISPENSA DE LICITAÇÃO,12/6/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA,,,,,,
250.002.045.132.019,DISPENSA DE LICITAÇÃO,17/06/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO,,,,,,
2.500.015.035.572.010,DISPENSA DE LICITAÇÃO,18/06/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS ,SECRETARIA DE ESTADO DA SAÚDE,18/06/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS ,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,13.104,13104
250.002.045.272.019,DISPENSA DE LICITAÇÃO,18/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,SECRETARIA DE ESTADO DA SAÚDE,18/06/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,1.834,1834
2.500.010.055.742.010,DISPENSA DE LICITAÇÃO,19/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO  ,SECRETARIA DE ESTADO DA SAÚDE,19/06/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO  ,81.887.838/0007-36 - PROFARMA SPECIALTY S/A,217.51,217510
2.500.022.055.602.010,DISPENSA DE LICITAÇÃO,19/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
2.500.010.046.172.010,DISPENSA DE LICITAÇÃO,25/06/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (MESILATO DE IMATINIBE 400MG),,,,,,
2.500.010.055.732.010,DISPENSA DE LICITAÇÃO,25/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FRALDAS DESCARTÁVEIS,,,,,,
2.500.010.055.862.010,DISPENSA DE LICITAÇÃO,25/06/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (CETUXIMABE 5MG/ML),,,,,,
2.500.010.065.562.010,DISPENSA DE LICITAÇÃO,26/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
2.500.030.055.332.010,DISPENSA DE LICITAÇÃO,26/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,CURATIVOS BIATAIN SILI LITE 10 X 10 CM,,,,,,
2.500.023.055.982.010,DISPENSA DE LICITAÇÃO,27/06/2019,,SECRETARIA DE ESTADO DA SAÚDE,REALIZAÇÃO DE EXAME CARIOTIPO COM BANDA G,,,,,,
280.000.000.812.019,DISPENSA DE LICITAÇÃO,27/06/2019,1,PROJETO COOPERAR,LOCAÇÃO DE IMÓVEL NA CIDADE DE SOLEDADE-PB,,,,,,
2.500.010.055.812.010,DISPENSA DE LICITAÇÃO,28/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,PERTUZUMABE 420MG/14ML,,,,,,
250.006.055.642.019,DISPENSA DE LICITAÇÃO,28/06/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
2.500.013.065.022.010,DISPENSA DE LICITAÇÃO,1/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,,,,,,
2.500.030.055.422.010,DISPENSA DE LICITAÇÃO,1/7/2019,,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL ,,,,,,
2.500.030.055.362.010,DISPENSA DE LICITAÇÃO,3/7/2019,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,,,,,,
262.010.033.562.019,DISPENSA DE LICITAÇÃO,3/7/2019,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,PRESTAÇÃO DE SERVIÇOS  POSTAIS,,,,,,
250.007.065.602.019,DISPENSA DE LICITAÇÃO,4/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,,,
250.007.065.612.019,DISPENSA DE LICITAÇÃO,4/7/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (BRENTUXIMABE VEDOTINA 50MG PÓ LIOF INJ),SECRETARIA DE ESTADO DA SAÚDE,4/7/2019,MEDICAMENTO (BRENTUXIMABE VEDOTINA 50MG PÓ LIOF INJ),Razão Social não encontrada,327.885,327885
2.500.022.055.552.010,DISPENSA DE LICITAÇÃO,5/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,SECRETARIA DE ESTADO DA SAÚDE,5/7/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,218.59,218590
2.500.022.056.002.010,DISPENSA DE LICITAÇÃO,5/7/2019,,SECRETARIA DE ESTADO DA SAÚDE,RIVAROXABANA 10MG,,,,,,
2.500.030.055.392.010,DISPENSA DE LICITAÇÃO,5/7/2019,,SECRETARIA DE ESTADO DA SAÚDE,MEDICAMENTO (NIVOLUMABE 100MG),SECRETARIA DE ESTADO DA SAÚDE,5/7/2019,MEDICAMENTO (NIVOLUMABE 100MG),Razão Social não encontrada,107.412,107412
2.500.013.065.042.010,DISPENSA DE LICITAÇÃO,8/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA GLARCINA 100UI/ML) ,SECRETARIA DE ESTADO DA SAÚDE,8/7/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA GLARCINA 100UI/ML) ,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,1.687.680,1687680
250.007.065.582.019,DISPENSA DE LICITAÇÃO,8/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,8/7/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,139.163,139163
200.000.380.182.019,DISPENSA DE LICITAÇÃO,9/7/2019,1,SECRETARIA DE ESTADO DA FAZENDA,CONTRATAÇÃO DE SERVIÇOS,SECRETARIA DE ESTADO DA FAZENDA,9/7/2019,CONTRATAÇÃO DE SERVIÇOS,27.543.994/0001-49 - EMANUELLA DE ASEVEDO ANDRADE,32.654,32654
2.500.030.045.062.010,DISPENSA DE LICITAÇÃO,9/7/2019,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS ,SECRETARIA DE ESTADO DA SAÚDE,9/7/2019,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS ,04.238.951/0001-54 - LOCMED HOSPITALAR LTDA,3.395,3395
