id,Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor_transformado,month,year,year_month,Siglas,ClasseObj,CagGasto
81,25.000.1503563.2019,SECRETARIA DE ESTADO DA SAÚDE,22/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (VANDETANIBE 300 MG) A FIM DE ATENDER DEMANDAS JUDICIAIS ,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"189.309,60",189309.6,Apr,2019,2019-04,SES,Compra de Medicamentos,Acima de 150mil
82,25.000.1503586.2019,SECRETARIA DE ESTADO DA SAÚDE,22/04/2019,"RANIBIZUMABE, 10 MG/ML, SOLUÇÃO INJETÁVEL, C/SISTEMA DE APLICAÇÃO ",09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"262.905,44",262905.44,Apr,2019,2019-04,SES,Compra de Medicamentos,Acima de 150mil
83,25.000.2802507.2019,SECRETARIA DE ESTADO DA SAÚDE,22/04/2019,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"11.690,00",11690,Apr,2019,2019-04,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
84,25.000.1101586.2019,SECRETARIA DE ESTADO DA SAÚDE,24/04/2019,MEDICAMENTO (MIGLUSTATE 100MG),51.780.468/0001-87 - JANSSEN CILAG FARMACEUTICA LTDA,"8.718.300,00",8718300,Apr,2019,2019-04,SES,Compra de Medicamentos,Acima de 150mil
85,25.000.1503564.2019,SECRETARIA DE ESTADO DA SAÚDE,24/04/2019,HILANO GF-20 SOLUÇÃO INJETÁVEL A FIM DE ATENDER DEMANDA JUDICIAL DA ,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"2.426,64",2426.64,Apr,2019,2019-04,SES,Compra de Medicamentos,Abaixo de 50 mil
86,25.000.204537.2019,SECRETARIA DE ESTADO DA SAÚDE,24/04/2019,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (NEOCATE LCP) ,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"16.920,00",16920,Apr,2019,2019-04,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
87,22.000.105906.2019,SECRETARIA DE ESTADO DA EDUCAÇÃO,25/04/2019,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE PACOTES DE INTERCÂMBIO - DESTINO ARGENTINA,96.766.555/0001-18 - GRIFFE VIAGENS E TURISMO LTDA - ME,"6.505.725,00",6505725,Apr,2019,2019-04,SEE,Contratação de serviços em geral,Acima de 150mil
88,25.000.1112511.2019,SECRETARIA DE ESTADO DA SAÚDE,25/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"85.601,04",85601.04,Apr,2019,2019-04,SES,Compra de Medicamentos,Entre 50mil e 100mil
89,25.000.1503565.2019,SECRETARIA DE ESTADO DA SAÚDE,25/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,18.459.628/0001-15 - BAYER SA,"178.118,73",178118.73,Apr,2019,2019-04,SES,Compra de Medicamentos,Acima de 150mil
90,25.000.2203564.2019,SECRETARIA DE ESTADO DA SAÚDE,25/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,05.240.939/0001-47 - ACTELION PHARMACEUTICALS DO BRASIL LTDA,"181.915,20",181915.2,Apr,2019,2019-04,SES,Compra de Medicamentos,Acima de 150mil
91,25.000.204504.2019,SECRETARIA DE ESTADO DA SAÚDE,26/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO A FIM DE ATENDER DEMANDA JUDICIAL,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"52.673,04",52673.04,Apr,2019,2019-04,SES,Compra de Medicamentos,Entre 50mil e 100mil
92,25.000.204509.2019,SECRETARIA DE ESTADO DA SAÚDE,26/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.009.945/0001-23 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S/A,"741.577,20",741577.2,Apr,2019,2019-04,SES,Compra de Medicamentos,Acima de 150mil
93,25.000.204532.2019,SECRETARIA DE ESTADO DA SAÚDE,26/04/2019,FÓRMULA NUTRICIONAL (FORTINI 400G),06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"4.320,00",4320,Apr,2019,2019-04,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
94,25.000.2203561.2019,SECRETARIA DE ESTADO DA SAÚDE,26/04/2019,MEDICAMENTO (ENOXAPARINA 100MG),Razão Social não encontrada,"28.625,40",28625.4,Apr,2019,2019-04,SES,Compra de Medicamentos,Abaixo de 50 mil
95,25.000.2203577.2019,SECRETARIA DE ESTADO DA SAÚDE,26/04/2019,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS ,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"258.400,80",258400.8,Apr,2019,2019-04,SES,Material e Equipamentos Hospitalares,Acima de 150mil
96,25.000.904516.2019,SECRETARIA DE ESTADO DA SAÚDE,26/04/2019,FÓRMULA INFANTIL (PREGOMIN PEPTI) ,Razão Social não encontrada,"11.040,00",11040,Apr,2019,2019-04,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
97,25.000.1503558.2019,SECRETARIA DE ESTADO DA SAÚDE,29/04/2019,MEDICAMENTO (OCRELIZUMABE 30MG/ML),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"94.246,56",94246.56,Apr,2019,2019-04,SES,Compra de Medicamentos,Entre 50mil e 100mil
98,25.000.204531.2019,SECRETARIA DE ESTADO DA SAÚDE,29/04/2019,MEDICAMENTO (PANCREATINA 10.000 U.F.E.),Razão Social não encontrada,"1.764,00",1764,Apr,2019,2019-04,SES,Compra de Medicamentos,Abaixo de 50 mil
99,25.000.204534.2019,SECRETARIA DE ESTADO DA SAÚDE,29/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"98.327,44",98327.44,Apr,2019,2019-04,SES,Compra de Medicamentos,Entre 50mil e 100mil
100,250.004.045.052.019,SECRETARIA DE ESTADO DA SAÚDE,29/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RISPERIDONA 1MG/ML 30ML) ,,,,Apr,2019,2019-04,SES,Compra de Medicamentos,Abaixo de 50 mil
101,25.000.904518.2019,SECRETARIA DE ESTADO DA SAÚDE,29/04/2019,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL,01.687.725/0001-62 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTERAL E PARENTAL - CENEP LTDA,"6.264,00",6264,Apr,2019,2019-04,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
102,25.206.000118.2019,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,29/04/2019,GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS,19.447.850/0001-60 - DISTRIBUIDORA FF ALIMENTOS LTDA - ME,"34.683,80",34683.8,Apr,2019,2019-04,SES,Alimentação para quentinhas e outros,Abaixo de 50 mil
103,22.204.002708.2019,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,30/04/2019,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PUBLICAÇÃO NO DIÁRIO OFICIAL DO ESTADO.,01.518.579/0001-41 - A UNIAO SUP.DE IMPRENSA E EDITORA,"200.000,00",200000,Apr,2019,2019-04,SEE,Serviços Gráficos e de Impressão,Acima de 150mil
104,25.000.1004616.2019,SECRETARIA DE ESTADO DA SAÚDE,30/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"2.671,20",2671.2,Apr,2019,2019-04,SES,Compra de Medicamentos,Abaixo de 50 mil
105,25.000.204501.2019,SECRETARIA DE ESTADO DA SAÚDE,30/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (MALEATO DE SUNITINIB 25 MG E 50 MG) ,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"10.740.004,68",10740004.68,Apr,2019,2019-04,SES,Compra de Medicamentos,Acima de 150mil
106,25.000.2602530.2019,SECRETARIA DE ESTADO DA SAÚDE,30/04/2019,AQUISIÇÃO EMERGENCIAL DE INSULINA DEGLUDECA 100 UI/ML E SENSORES FREESTYLE LIBRE ,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"7.718,52",7718.52,Apr,2019,2019-04,SES,Compra de Medicamentos,Abaixo de 50 mil
107,25.000.504557.2019,SECRETARIA DE ESTADO DA SAÚDE,30/04/2019,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS,04.238.951/0001-54 - LOCMED HOSPITALAR LTDA,"3.582,00",3582,Apr,2019,2019-04,SES,Material e Equipamentos Hospitalares,Abaixo de 50 mil
108,25.000.904514.2019,SECRETARIA DE ESTADO DA SAÚDE,30/04/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"1.759,86",1759.86,Apr,2019,2019-04,SES,Compra de Medicamentos,Abaixo de 50 mil
109,25.000.204539.2019,SECRETARIA DE ESTADO DA SAÚDE,2/5/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,18.459.628/0001-15 - BAYER SA,"28.521,50",28521.5,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
110,25.000.2045219.2019,SECRETARIA DE ESTADO DA SAÚDE,3/5/2019,MEDICAMENTO  (OMALIZUMABE 150MG DE PÓ P SOLUÇÃO INJ - EMBAL CONT 1 FRASCO - AMP + 1 AMP DILUENTE) ,Razão Social não encontrada,"396.351,54",396351.54,May,2019,2019-05,SES,Compra de Medicamentos,Acima de 150mil
111,25.000.504645.2019,SECRETARIA DE ESTADO DA SAÚDE,3/5/2019,"MEDICAMENTO (TIOTRÓPIO BROMETO, SAL BROMETO, 2,5MCG/DOSE, SOLUÇÃO P/ INALAÇÃO, COM INALADOR)",09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,"1.730.480,00",1730480,May,2019,2019-05,SES,Compra de Medicamentos,Acima de 150mil
112,25.000.2203569.2019,SECRETARIA DE ESTADO DA SAÚDE,6/5/2019,AQUISIÇÃO EMERGENCIAL DE FÓRMULA NUTRICIONAL,08.778.201/0001-26 - DROGAFONTE LTDA,"25.842,60",25842.6,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
113,31.203.000017.2019,SEIE/COMPANHIA DOCAS DA PARAÍBA,6/5/2019,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE,24.541.955/0001-14 - LIBERATO BARROSO,"26.801,09",26801.09,May,2019,2019-05,SIE,Contratação de serviços em geral,Abaixo de 50 mil
114,25.000.1503559.2019,SECRETARIA DE ESTADO DA SAÚDE,7/5/2019,COMPOSTO LÁCTEO NESLAC CONFOR (LATA COM 800G),Razão Social não encontrada,"1.488,60",1488.6,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
115,25.000.2709525.2019,SECRETARIA DE ESTADO DA SAÚDE,7/5/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (NUTRIDRINK MAX),06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"8.640,00",8640,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
116,25.000.904517.2019,SECRETARIA DE ESTADO DA SAÚDE,7/5/2019,SUPLEMENTOS NUTRICIONAIS (ISOSOURCE SOYA E ISOSOURCE FIBER),Razão Social não encontrada,"7.614,00",7614,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
117,25.000.904523.2019,SECRETARIA DE ESTADO DA SAÚDE,7/5/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS ,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"11.128,00",11128,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
118,31.203.000018.2019,SEIE/COMPANHIA DOCAS DA PARAÍBA,7/5/2019,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DO SERVIÇO DE LIMPEZA MECANIZADA,32.322.882/0001-06 - PEROLA INCORPORAÇÕES E CONSTRUÇÓES LTDA,"39.385,39",39385.39,May,2019,2019-05,SEIE,Contratação de serviços em geral,Abaixo de 50 mil
119,25.000.904525.2019,SECRETARIA DE ESTADO DA SAÚDE,8/5/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EMPAGLIFLOZINA 25MG) ,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,"851,40",851.4,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
120,37.000.000528.2019,"SECRETARIA DE ESTADO DE PLANEJAMENTO, ORÇAMENTO, GESTÃO",9/5/2019,CONTRATO EMERGENCIAL ,06.317.042/0001-37 - COOPERTRANS - COOPERATIVA DOS TRANSPORTES,"400.002,30",400002.3,May,2019,2019-05,SEPLAN,Contratação de serviços em geral,Acima de 150mil
121,27.201.001536.2019,"SEDH/FUND. DESENV. CRIANÇA E ADOLESC""ALICE DE ALMEIDA""",11/5/2019,DISPENSA DE LICITAÇÃO.,25.355.620/0001-74 - FT COMERCIO E DISTRIBUIDORA DE COLCHOES LTDA,"114.000,00",114000,May,2019,2019-05,SEDH,Outros,Entre 100mil e 150mil
122,31.203.000019.2019,SEIE/COMPANHIA DOCAS DA PARAÍBA,14/05/2019,AQUISIÇÃO DE APARELHO TELEFONICO,47.960.950/0001-21 - MAGAZINE LUIZA S/A,"4.599,00",4599,May,2019,2019-05,SEE,Serviços de telefonia e internet,Abaixo de 50 mil
123,25.000.2904530.2019,SECRETARIA DE ESTADO DA SAÚDE,15/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,"11.556,00",11556,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
124,32.000.800012.2019,SECRETARIA DE ESTADO DO DESENVOLVIMENTO DA AGROPECUÁRIA E DA PESCA,15/05/2019,AQUISIÇÃO DE RAÇÃO P/ PEIXE P/ATENDER ESTAÇÃO DE PISCICULTURA DE ITAPORANGA/PB ,06.049.929/0001-91 - ATACADAO DO CRIADOR - COM.IND. AGROPECUARIA E TRANSPORTES LTDA,"36.208,00",36208,May,2019,2019-05,SEDAP,Alimentação para Animais (ração),Abaixo de 50 mil
125,25.000.1403533.2019,SECRETARIA DE ESTADO DA SAÚDE,16/05/2019,CONTRATAÇÃO EMERG DE CLÍNICA PARA REALIZAÇÃO,28.154.149/0001-44 - CLINICA MEDICA HIPERBARICA LTDA,"19.000,00",19000,May,2019,2019-05,SES,Contratação de serviços em geral,Abaixo de 50 mil
126,25.000.2102559.2019,SECRETARIA DE ESTADO DA SAÚDE,16/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCTREOTIDA ...,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"68.627,28",68627.28,May,2019,2019-05,SES,Compra de Medicamentos,Entre 50mil e 100mil
127,25.000.904512.2019,SECRETARIA DE ESTADO DA SAÚDE,16/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (EVEROLIMO 5MG) ,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,"51.159,60",51159.6,May,2019,2019-05,SES,Compra de Medicamentos,Entre 50mil e 100mil
128,25.000.904513.2019,SECRETARIA DE ESTADO DA SAÚDE,16/05/2019,MEDICAMENTO (ELTROMBOPAGUE OLAMINA 50MG) ,Razão Social não encontrada,"130.000,92",130000.92,May,2019,2019-05,SES,Compra de Medicamentos,Entre 100mil e 150mil
129,25.000.904524.2019,SECRETARIA DE ESTADO DA SAÚDE,16/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"403,20",403.2,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
130,25.000.2904545.2019,SECRETARIA DE ESTADO DA SAÚDE,22/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.AA,"318.941,00",318941,May,2019,2019-05,SES,Compra de Medicamentos,Acima de 150mil
131,25.000.294529.2019,SECRETARIA DE ESTADO DA SAÚDE,23/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA DEGLUDECA 100 UI/ML,,,,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
132,25.000.2203572.2010,SECRETARIA DE ESTADO DA SAÚDE,24/05/2019,AQUISIÇÃO EMERG DE SUPLEMENTOS (NUTRIDRINK MAX,,,,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
133,26.201.004738.2019,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,24/05/2019,CONTRATAÇÃO DE ENTIDADE PÚBLICA PARA AFERIÇÃO DE ETILÔMETROS,,,,May,2019,2019-05,DETRAN,Contratação de serviços em geral,Abaixo de 50 mil
134,25.000.1005583.2010,SECRETARIA DE ESTADO DA SAÚDE,27/05/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR (FORTICARE 125ML) ,,,,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
135,25.000.1005584.2010,SECRETARIA DE ESTADO DA SAÚDE,27/05/2019,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL,,,,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
136,25.000.2904520.2010,SECRETARIA DE ESTADO DA SAÚDE,27/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
137,25.000.404504.2019,SECRETARIA DE ESTADO DA SAÚDE,27/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,01.578.276/0001-14 - ASLI COMERCIAL EIRELI,"36.900,00",36900,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
138,25.000.1005579.2019,SECRETARIA DE ESTADO DA SAÚDE,28/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"1.513,12",1513.12,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
139,25.000.2904521.2019,SECRETARIA DE ESTADO DA SAÚDE,28/05/2019,AQUISIÇÃO EMERG DE MED (DUPILUMABE 300MG - SERINGA PREENCHIDA COM 2 ML E SISTEMA DE SEGURANÇA),Razão Social não encontrada,"34.984,68",34984.68,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
140,25.000.2904525.2019,SECRETARIA DE ESTADO DA SAÚDE,28/05/2019,MED  (GUSELMABE 100MG - SERIN PREENCHIDA 1ML DE SOL SUBCUTÂNEO COM DISPOS DE SEGUR),Razão Social não encontrada,"44.775,80",44775.8,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
141,25.000.2904550.2019,SECRETARIA DE ESTADO DA SAÚDE,28/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267 MG),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"48.243,60",48243.6,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
142,25.000.1103590.2019,SECRETARIA DE ESTADO DA SAÚDE,29/05/2019,CONTRATAÇÃO EMERG DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,Razão Social não encontrada,"81.588,20",81588.2,May,2019,2019-05,SES,Contratação de serviços em geral,Entre 50mil e 100mil
143,25.000.2904524.2019,SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,"145.613,16",145613.16,May,2019,2019-05,SES,Compra de Medicamentos,Entre 100mil e 150mil
144,25.000.2904526.2019,SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"581.812,00",581812,May,2019,2019-05,SES,Compra de Medicamentos,Acima de 150mil
145,25.000.2904546.2019,SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,MEDICAMENTO (PIRFENIDONA 267MG),Razão Social não encontrada,"48.243,60",48243.6,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
146,25.000.404506.2019,SECRETARIA DE ESTADO DA SAÚDE,30/05/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,"5.760,00",5760,May,2019,2019-05,SES,Compra de Medicamentos,Abaixo de 50 mil
147,25.000.2205554.2019,SECRETARIA DE ESTADO DA SAÚDE,31/05/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,04.275.808/0001-32 - NUTRI CARE PROD MEDICOS HOSP LTDA,"1.767,00",1767,May,2019,2019-05,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
148,25.000.1005575.2019,SECRETARIA DE ESTADO DA SAÚDE,3/6/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PANCREATINA 300MG - CREON 25.000UI) A FIM DE ATENDER DJ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"370,80",370.8,Jun,2019,2019-06,SES,Compra de Medicamentos,Abaixo de 50 mil
149,25.000.1005585.2019,SECRETARIA DE ESTADO DA SAÚDE,3/6/2019,SUPLEMENTO NUTRICIONAL (NUTRISON SOYA 800G E CALOGEN 200ML),Razão Social não encontrada,"7.428,00",7428,Jun,2019,2019-06,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
150,25.000.2205553.2019,SECRETARIA DE ESTADO DA SAÚDE,3/6/2019,AQUISIÇÃO EMERG DE SUP NUTRICIONAL (FORTINI 400MG) A FIM DE ATENDER DEMANDA JUDICIAL,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"6.300,00",6300,Jun,2019,2019-06,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
151,25.000.2205599.2019,SECRETARIA DE ESTADO DA SAÚDE,3/6/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"6.480,00",6480,Jun,2019,2019-06,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
152,25.000.1405510.2019,SECRETARIA DE ESTADO DA SAÚDE,4/6/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"544.032,00",544032,Jun,2019,2019-06,SES,Compra de Medicamentos,Acima de 150mil
153,25.000.605561.2019,SECRETARIA DE ESTADO DA SAÚDE,4/6/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Razão Social não encontrada,"173.954,55",173954.55,Jun,2019,2019-06,SES,Compra de Medicamentos,Acima de 150mil
154,25.000.2904523.2019,SECRETARIA DE ESTADO DA SAÚDE,5/6/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"1.605,60",1605.6,Jun,2019,2019-06,SES,Compra de Medicamentos,Abaixo de 50 mil
155,22.204.001148.2019,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,6/6/2019,SERVIÇO PARA MANUTENÇÃO CORRETIVA E PREVENTIVA DE IMPRESSORA 3D,Razão Social não encontrada,"119.556,00",119556,Jun,2019,2019-06,SEDS,Conserto e Manutenção de equipamentos,Entre 100mil e 150mil
156,25.000.2904542.2019,SECRETARIA DE ESTADO DA SAÚDE,6/6/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,09.053.134/0002-26 - ELFA MEDICAMENTOS LTDA,"222.871,36",222871.36,Jun,2019,2019-06,SES,Compra de Medicamentos,Acima de 150mil
157,25.000.2904547.2019,SECRETARIA DE ESTADO DA SAÚDE,6/6/2019,"MEDICAMENTO (AFLIBERCEPTE 40,G/ML - SOLUÇÃO INJETÁVEL)",18.459.628/0001-15 - BAYER SA,"243.741,42",243741.42,Jun,2019,2019-06,SES,Compra de Medicamentos,Acima de 150mil
158,25.000.803578.2019,SECRETARIA DE ESTADO DA SAÚDE,6/6/2019,CONTRATAÇÃO DE INSTITUIÇÃO,02.168.943/0001-53 - FUND. DE EDUC. TEC. E CULTURAL DA PARAIBA (FUNETEC-PB),"267.500,00",267500,Jun,2019,2019-06,SES,Contratação de serviços em geral,Acima de 150mil
159,25.000.605560.2019,SECRETARIA DE ESTADO DA SAÚDE,7/6/2019,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS LTDA,"2.390.834,25",2390834.25,Jun,2019,2019-06,SES,Compra de Medicamentos,Acima de 150mil
160,26.201.025110.2019,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO,7/6/2019,LOCAÇÃO DE PRÉDIO URBANO PARA FUNCIONAMENTO DOS SERVIÇOS DO POSTO DO DETRAN EM TEIXEIRA/PB ,219.214.074-68 - RITA NUNES PEREIRA,"14.000,00",14000,Jun,2019,2019-06,SEDS,Locação de Imóvel,Abaixo de 50 mil
161,25.206.000163.2019,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,12/6/2019,AQUISIÇÃO DE HORTIFRUTIGRANGEIRO,19.560.932/0001-17 - JTS COMÉRCIO DE ALIMENTOS EIRELI - EPP,"82.542,08",82542.08,Jun,2019,2019-06,SES,Alimentação Hospitalar,Entre 50mil e 100mil
162,26.201.007969.2019,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO,12/6/2019,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO PREDIAL",07.990.965/0001-18 - ÁGAPE CONSTRUÇÕES E SERVIÇOS LTDA,"1.518.476,76",1518476.76,Jun,2019,2019-06,SEDS,Contratação de serviços em geral,Acima de 150mil
163,25.000.204513.2019,SECRETARIA DE ESTADO DA SAÚDE,17/06/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO,09.074.443/0002-82 - MSA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA - EPP,"5.976,27",5976.27,Jun,2019,2019-06,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
164,25.000.1503557.2019,SECRETARIA DE ESTADO DA SAÚDE,18/06/2019,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS ,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"13.104,00",13104,Jun,2019,2019-06,SES,Suplementos e Leite Fórmula,Abaixo de 50 mil
